x = -328.627, y = -393.701, z = 140.2143, angle = 144.3893, collision = h0003B2
x = -646.3816, y = -414.2461, z = -174.4518, angle = -45.22589, collision = h0505B2
x = -645.3912, y = -414.192, z = -175.4214, angle = -48.06892, collision = h0505B2
x = -644.6129, y = -414.2732, z = -176.2725, angle = -11.5154, collision = h0505B2
x = -644.2183, y = -414.3619, z = -177.5153, angle = -12.56528, collision = h0505B2
x = -644.3348, y = -414.4218, z = -178.7063, angle = 44.32688, collision = h0505B2
x = -644.0603, y = -414.5407, z = -180.0694, angle = 12.91205, collision = h0505B2
x = -644.6315, y = -414.5847, z = -181.143, angle = 136.3986, collision = h0505B2
x = -645.4294, y = -414.4437, z = -180.1776, angle = 164.8813, collision = h0505B2
x = -645.7751, y = -414.3159, z = -178.8423, angle = 147.8957, collision = h0505B2
x = -646.5086, y = -414.1777, z = -177.6614, angle = 151.9444, collision = h0505B2
x = -647.0277, y = -414.2581, z = -176.7164, angle = 148.9747, collision = h0505B2
x = -647.79, y = -414.3724, z = -175.5663, angle = 141.6098, collision = h0505B2
x = -648.6483, y = -414.5354, z = -174.4776, angle = 142.9438, collision = h0505B2
x = -649.5571, y = -414.6733, z = -173.4343, angle = 129.2583, collision = h0505B2
x = -650.652, y = -414.797, z = -172.5906, angle = 110.5191, collision = h0505B2
x = -651.9593, y = -414.8515, z = -172.1485, angle = 67.34746, collision = h0505B2
x = -652.7027, y = -414.7991, z = -172.891, angle = -26.94184, collision = h0505B2
x = -652.2799, y = -414.7135, z = -173.877, angle = -9.651904, collision = h0505B2
x = -652.0795, y = -414.6379, z = -174.9359, angle = -11.54239, collision = h0505B2
x = -651.3564, y = -414.5442, z = -176.082, angle = -59.83931, collision = h0505B2
x = -650.1398, y = -414.4736, z = -176.7369, angle = -46.71459, collision = h0505B2
x = -649.2789, y = -414.4171, z = -177.6208, angle = -31.15184, collision = h0505B2
x = -648.5219, y = -414.1706, z = -178.7781, angle = -44.63958, collision = h0505B2
x = -647.7528, y = -414.2306, z = -179.5322, angle = -45.30555, collision = h0505B2
x = -647.0372, y = -414.3658, z = -180.6526, angle = 9.984972, collision = h0505B2
x = -647.3582, y = -414.465, z = -181.9785, angle = 65.68238, collision = h0505B2
x = -648.5988, y = -414.432, z = -182.2825, angle = 137.8112, collision = h0505B2
x = -649.4908, y = -414.2735, z = -181.2522, angle = 160.0642, collision = h0505B2
x = -650.123, y = -414.1631, z = -180.0399, angle = 136.3727, collision = h0505B2
x = -651.0702, y = -414.3464, z = -179.0281, angle = 142.0846, collision = h0505B2
x = -652.0192, y = -414.4574, z = -177.8138, angle = 141.8651, collision = h0505B2
x = -652.8771, y = -414.537, z = -176.7259, angle = 140.6467, collision = h0505B2
x = -653.7502, y = -414.6296, z = -175.6494, angle = 145.4966, collision = h0505B2
x = -654.5383, y = -414.7247, z = -174.5062, angle = 134.7849, collision = h0505B2
x = -655.6093, y = -414.8025, z = -173.7213, angle = 37.0056, collision = h0505B2
x = -656.1628, y = -414.7448, z = -174.7786, angle = -15.30042, collision = h0505B2
x = -655.7953, y = -414.6467, z = -176.1152, angle = -26.96692, collision = h0505B2
x = -654.9726, y = -414.542, z = -177.3901, angle = -38.28802, collision = h0505B2
x = -654.0631, y = -414.4563, z = -178.4358, angle = -36.79488, collision = h0505B2
x = -653.1969, y = -414.322, z = -179.5201, angle = -26.18331, collision = h0505B2
x = -652.6567, y = -414.1776, z = -180.7837, angle = -1.098486, collision = h0505B2
x = -652.6857, y = -414.3138, z = -182.1646, angle = 13.98017, collision = h0505B2
x = -653.0796, y = -414.4573, z = -183.4866, angle = 73.21135, collision = h0505B2
x = -654.1093, y = -414.4575, z = -183.4101, angle = 145.367, collision = h0505B2
x = -655.1177, y = -414.3328, z = -182.255, angle = 149.2193, collision = h0505B2
x = -655.7739, y = -414.2127, z = -181.0644, angle = 155.8596, collision = h0505B2
x = -656.3134, y = -414.2852, z = -179.789, angle = 152.3926, collision = h0505B2
x = -656.9536, y = -414.3988, z = -178.5594, angle = 140.1892, collision = h0505B2
x = -657.7978, y = -414.631, z = -177.4658, angle = 124.8637, collision = h0505B2
x = -658.9699, y = -414.7264, z = -176.7751, angle = 59.6783, collision = h0505B2
x = -660.1212, y = -414.6148, z = -177.4981, angle = 7.634417, collision = h0505B2
x = -660.1481, y = -414.3455, z = -178.9593, angle = -19.45543, collision = h0505B2
x = -659.7048, y = -414.2223, z = -180.2723, angle = -13.78711, collision = h0505B2
x = -659.3979, y = -414.3038, z = -181.6224, angle = 8.795344, collision = h0505B2
x = -659.9347, y = -414.4363, z = -182.733, angle = 97.72491, collision = h0505B2
x = -661.1896, y = -414.3994, z = -182.3741, angle = 151.5225, collision = h0505B2
x = -661.9064, y = -414.2764, z = -181.1892, angle = 142.5244, collision = h0505B2
x = -662.772, y = -414.2282, z = -180.1089, angle = 129.4977, collision = h0505B2
x = -663.9763, y = -414.3104, z = -179.1533, angle = 107.1367, collision = h0505B2
x = -665.2318, y = -414.329, z = -179.0254, angle = -0.3720267, collision = h0505B2
x = -665.1354, y = -414.211, z = -180.3586, angle = -13.86059, collision = h0505B2
x = -664.9216, y = -414.3546, z = -181.7027, angle = 74.75407, collision = h0505B2
x = -666.0956, y = -414.3775, z = -181.9144, angle = 134.1506, collision = h0505B2
x = -667.0936, y = -414.2424, z = -180.9512, angle = 150.0478, collision = h0505B2
x = -667.7934, y = -414.3105, z = -179.7621, angle = 117.6847, collision = h0505B2
x = -669.0647, y = -414.3641, z = -179.5258, angle = -18.33975, collision = h0505B2
x = -668.7074, y = -414.2518, z = -180.8176, angle = -55.40044, collision = h0505B2
x = -666.5923, y = -414.2644, z = -179.9185, angle = 121.4389, collision = h0505B2
x = -670.3089, y = -414.4144, z = -179.4975, angle = 5.958534, collision = h0505B2
x = -670.4358, y = -414.3322, z = -180.5292, angle = -15.2271, collision = h0505B2
x = -670.0731, y = -414.2688, z = -181.8672, angle = 8.999239, collision = h0505B2
x = -670.6618, y = -414.4181, z = -182.7902, angle = 116.0138, collision = h0505B2
x = -671.8538, y = -414.2266, z = -182.1496, angle = 129.122, collision = h0505B2
x = -672.9732, y = -414.3656, z = -181.3377, angle = 97.26701, collision = h0505B2
x = -674.3329, y = -414.5135, z = -181.1248, angle = 29.06957, collision = h0505B2
x = -674.7472, y = -414.42, z = -182.1121, angle = -28.92832, collision = h0505B2
x = -673.9621, y = -414.2527, z = -183.2339, angle = -81.76183, collision = h0505B2
x = -672.9618, y = -414.4008, z = -183.5601, angle = 0.7880126, collision = h0505B2
x = -673.2533, y = -414.5711, z = -184.7892, angle = 94.20542, collision = h0505B2
x = -674.5065, y = -414.3394, z = -184.5206, angle = 141.8776, collision = h0505B2
x = -675.4794, y = -414.3414, z = -183.5516, angle = 83.32484, collision = h0505B2
x = -676.8083, y = -414.4503, z = -183.7207, angle = 14.74199, collision = h0505B2
x = -676.9695, y = -414.3481, z = -184.951, angle = -64.52322, collision = h0505B2
x = -675.7403, y = -414.2805, z = -185.4197, angle = -8.66721, collision = h0505B2
x = -675.6755, y = -414.3802, z = -186.6457, angle = 42.01036, collision = h0505B2
x = -676.6957, y = -414.3207, z = -187.4772, angle = 112.77, collision = h0505B2
x = -677.9345, y = -414.2797, z = -186.9042, angle = 129.9422, collision = h0505B2
x = -679.0984, y = -414.4655, z = -186.1818, angle = 94.42313, collision = h0505B2
x = -680.4505, y = -414.6247, z = -186.2614, angle = 37.1588, collision = h0505B2
x = -681.0282, y = -414.5791, z = -187.3531, angle = -50.69221, collision = h0505B2
x = -679.9501, y = -414.399, z = -188.0496, angle = -69.07709, collision = h0505B2
x = -678.9448, y = -414.3133, z = -188.3985, angle = -49.71471, collision = h0505B2
x = -677.8816, y = -414.2646, z = -189.2867, angle = -51.56331, collision = h0505B2
x = -676.9698, y = -414.3513, z = -190.2703, angle = 47.22416, collision = h0505B2
x = -677.988, y = -414.2917, z = -190.9937, angle = 114.5873, collision = h0505B2
x = -679.2775, y = -414.3063, z = -190.4952, angle = 63.24582, collision = h0505B2
x = -680.5438, y = -414.3709, z = -190.9722, angle = 13.83533, collision = h0505B2
x = -680.5242, y = -414.3585, z = -191.9755, angle = -82.53752, collision = h0505B2
x = -679.0018, y = -414.2717, z = -192.203, angle = -65.73378, collision = h0505B2
x = -677.7307, y = -414.3463, z = -192.7449, angle = -34.0702, collision = h0505B2
x = -677.1129, y = -414.375, z = -193.8884, angle = 17.77143, collision = h0505B2
x = -678.0875, y = -414.3424, z = -194.2387, angle = 98.9825, collision = h0505B2
x = -679.4557, y = -414.2765, z = -194.0039, angle = 102.7866, collision = h0505B2
x = -680.7255, y = -414.3522, z = -193.5131, angle = 121.0161, collision = h0505B2
x = -681.9351, y = -414.4033, z = -193.175, angle = 7.216628, collision = h0505B2
x = -681.9595, y = -414.4007, z = -194.3983, angle = -51.72821, collision = h0505B2
x = -680.7274, y = -414.3321, z = -195.3062, angle = -61.65799, collision = h0505B2
x = -679.522, y = -414.282, z = -195.9952, angle = -53.39294, collision = h0505B2
x = -678.4399, y = -414.3384, z = -196.8561, angle = -15.0602, collision = h0505B2
x = -678.1008, y = -414.3724, z = -198.1831, angle = 13.42634, collision = h0505B2
x = -678.5323, y = -414.3886, z = -199.4761, angle = 75.93952, collision = h0505B2
x = -679.8141, y = -414.3416, z = -199.6387, angle = 133.7397, collision = h0505B2
x = -680.8184, y = -414.2816, z = -198.6964, angle = 136.9818, collision = h0505B2
x = -681.9084, y = -414.3589, z = -197.6039, angle = 125.2044, collision = h0505B2
x = -683.0566, y = -414.4065, z = -196.836, angle = 83.25336, collision = h0505B2
x = -684.3597, y = -414.4222, z = -197.0736, angle = 0.3007469, collision = h0505B2
x = -684.278, y = -414.4081, z = -198.3397, angle = -33.65772, collision = h0505B2
x = -683.5181, y = -414.3359, z = -199.4988, angle = -33.7602, collision = h0505B2
x = -682.7608, y = -414.2872, z = -200.6621, angle = -26.89316, collision = h0505B2
x = -682.2285, y = -414.3546, z = -201.9274, angle = 39.97516, collision = h0505B2
x = -683.3017, y = -414.3711, z = -202.935, angle = 108.3898, collision = h0505B2
x = -684.314, y = -414.3045, z = -202.2537, angle = 161.4637, collision = h0505B2
x = -684.7805, y = -414.301, z = -200.9516, angle = 151.3832, collision = h0505B2
x = -685.4761, y = -414.382, z = -199.752, angle = 139.0363, collision = h0505B2
x = -686.5572, y = -414.4128, z = -199.0934, angle = 26.89731, collision = h0505B2
x = -687.0535, y = -414.38, z = -200.2991, angle = -22.07919, collision = h0505B2
x = -686.6288, y = -414.2971, z = -201.6154, angle = 5.003742, collision = h0505B2
x = -686.8457, y = -414.3192, z = -202.9619, angle = 45.88897, collision = h0505B2
x = -687.6155, y = -414.3639, z = -203.7153, angle = 83.2888, collision = h0505B2
x = -688.8057, y = -414.3568, z = -203.5297, angle = 163.7716, collision = h0505B2
x = -689.105, y = -414.2592, z = -202.1967, angle = -155.4007, collision = h0505B2
x = -688.5471, y = -414.3528, z = -200.9311, angle = -145.8541, collision = h0505B2
x = -688.0241, y = -414.2592, z = -201.8826, angle = 57.95545, collision = h0505B2
x = -689.8917, y = -414.3837, z = -204.0453, angle = 115.6628, collision = h0007B2
x = -690.9395, y = -414.4143, z = -203.4732, angle = 177.2981, collision = h0007B2
x = -691.0883, y = -414.3109, z = -202.0964, angle = 175.6855, collision = h0007B2
x = -691.19, y = -414.3667, z = -200.7139, angle = 156.7261, collision = h0007B2
x = -691.8936, y = -414.4495, z = -199.6824, angle = 59.40174, collision = h0007B2
x = -692.907, y = -414.2311, z = -200.4742, angle = 40.80892, collision = h0007B2
x = -693.5937, y = -414.3428, z = -201.2585, angle = 77.00018, collision = h0007B2
x = -694.785, y = -414.3888, z = -201.1067, angle = 174.8956, collision = h0007B2
x = -694.7829, y = -414.2548, z = -199.7735, angle = -157.5863, collision = h0007B2
x = -694.33, y = -414.3948, z = -198.4704, angle = 171.2355, collision = h0007B2
x = -694.9789, y = -414.4541, z = -197.5215, angle = 38.17402, collision = h0007B2
x = -695.683, y = -414.1907, z = -198.5927, angle = -14.37855, collision = h0007B2
x = -695.8652, y = -414.4687, z = -201.1871, angle = 100.4048, collision = h0007B2
x = -697.1646, y = -414.5668, z = -200.8626, angle = 154.6116, collision = h0007B2
x = -697.6484, y = -414.5063, z = -199.6503, angle = 179.0736, collision = h0007B2
x = -697.6605, y = -414.4101, z = -198.2619, angle = -173.2742, collision = h0007B2
x = -697.5557, y = -414.2257, z = -196.7277, angle = 173.1552, collision = h0007B2
x = -697.7474, y = -414.4695, z = -195.3564, angle = 135.6403, collision = h0007B2
x = -698.7151, y = -414.4451, z = -194.7498, angle = 8.129687, collision = h0007B2
x = -698.6766, y = -414.2332, z = -196.0314, angle = -28.11996, collision = h0007B2
x = -698.382, y = -414.4002, z = -197.3141, angle = 45.08516, collision = h0007B2
x = -699.4443, y = -414.5254, z = -198.0204, angle = 139.2165, collision = h0007B2
x = -700.129, y = -414.4756, z = -196.9796, angle = 171.585, collision = h0007B2
x = -700.4133, y = -414.3564, z = -195.4743, angle = 163.2148, collision = h0007B2
x = -700.8124, y = -414.3062, z = -194.1476, angle = 161.7814, collision = h0007B2
x = -701.2997, y = -414.473, z = -192.8497, angle = 152.4803, collision = h0007B2
x = -702.027, y = -414.6084, z = -191.684, angle = 96.38831, collision = h0007B2
x = -703.2216, y = -414.5392, z = -191.8018, angle = 7.121251, collision = h0007B2
x = -703.1782, y = -414.3549, z = -193.0679, angle = -34.59774, collision = h0007B2
x = -702.6646, y = -414.335, z = -194.3115, angle = 36.44069, collision = h0007B2
x = -703.2427, y = -414.4279, z = -195.1927, angle = 81.52409, collision = h0007B2
x = -704.4395, y = -414.4214, z = -195.0531, angle = 168.5088, collision = h0007B2
x = -704.6951, y = -414.2475, z = -193.719, angle = 169.4815, collision = h0007B2
x = -704.9179, y = -414.4668, z = -192.3519, angle = 122.3219, collision = h0007B2
x = -706.0127, y = -414.5198, z = -191.738, angle = 82.04881, collision = h0007B2
x = -707.336, y = -414.506, z = -192.0463, angle = -17.17764, collision = h0007B2
x = -706.8535, y = -414.3549, z = -193.1742, angle = -52.76443, collision = h0007B2
x = -705.8923, y = -414.2182, z = -194.148, angle = -29.21697, collision = h0007B2
x = -705.4428, y = -414.4443, z = -195.5652, angle = 68.31422, collision = h0007B2
x = -706.6409, y = -414.4477, z = -195.7792, angle = 133.2191, collision = h0007B2
x = -707.6658, y = -414.293, z = -194.8481, angle = 140.6958, collision = h0007B2
x = -708.5425, y = -414.3196, z = -193.7768, angle = 138.1454, collision = h0007B2
x = -709.5813, y = -414.4905, z = -192.9129, angle = 67.39367, collision = h0007B2
x = -710.4612, y = -414.4673, z = -193.652, angle = -16.22573, collision = h0007B2
x = -709.9782, y = -414.2265, z = -194.9094, angle = -64.84397, collision = h0007B2
x = -708.7037, y = -414.3736, z = -195.7075, angle = 3.065526, collision = h0007B2
x = -708.8438, y = -414.5, z = -197.0623, angle = 78.04285, collision = h0007B2
x = -710.1219, y = -414.4212, z = -197.2108, angle = 124.5561, collision = h0007B2
x = -711.2484, y = -414.1663, z = -196.4037, angle = 141.1754, collision = h0007B2
x = -712.2214, y = -414.4013, z = -195.4405, angle = 100.7383, collision = h0007B2
x = -713.4776, y = -414.4806, z = -195.5854, angle = 3.222128, collision = h0007B2
x = -713.3823, y = -414.3672, z = -196.8908, angle = -42.54817, collision = h0007B2
x = -712.2987, y = -414.177, z = -197.9772, angle = -10.25602, collision = h0007B2
x = -711.9077, y = -414.4063, z = -199.2615, angle = 13.47271, collision = h0007B2
x = -712.4698, y = -414.4277, z = -200.3818, angle = 88.29292, collision = h0007B2
x = -713.8143, y = -414.3381, z = -200.3159, angle = 132.6534, collision = h0007B2
x = -714.842, y = -414.3262, z = -199.3888, angle = 114.5073, collision = h0007B2
x = -716.1076, y = -414.42, z = -198.944, angle = 48.84242, collision = h0007B2
x = -716.942, y = -414.4083, z = -199.9447, angle = -25.94771, collision = h0007B2
x = -716.3066, y = -414.2404, z = -201.327, angle = -13.35503, collision = h0007B2
x = -716.0899, y = -414.3968, z = -202.6795, angle = 66.51563, collision = h0007B2
x = -717.2057, y = -414.3815, z = -202.9749, angle = 117.0674, collision = h0007B2
x = -718.4629, y = -414.241, z = -202.4, angle = 98.27216, collision = h0007B2
x = -719.8363, y = -414.3728, z = -202.2779, angle = 14.56038, collision = h0007B2
x = -719.879, y = -414.2134, z = -203.3737, angle = -86.66614, collision = h0007B2
x = -720.8325, y = -414.4005, z = -202.3823, angle = 42.77085, collision = h0007B2
x = -721.4709, y = -414.3658, z = -203.4172, angle = -13.0577, collision = h0007B2
x = -721.1635, y = -414.3869, z = -204.7681, angle = 1.109551, collision = h0007B2
x = -721.6102, y = -414.4389, z = -205.8018, angle = 113.3931, collision = h0007B2
x = -722.799, y = -414.2741, z = -205.1786, angle = 122.3661, collision = h0007B2
x = -724.0133, y = -414.423, z = -204.6788, angle = 78.08305, collision = h0007B2
x = -725.0684, y = -414.4431, z = -204.898, angle = 67.49925, collision = h0007B2
x = -726.037, y = -414.4869, z = -205.3517, angle = -83.26109, collision = h0007B2
x = -725.1708, y = -414.4321, z = -205.9833, angle = -70.25602, collision = h0007B2
x = -723.8546, y = -414.2878, z = -206.4092, angle = -73.93911, collision = h0007B2
