x = -57.91173, y = -27.25878, z = -17.22461, angle = -110.0368, collision = h1070B1
x = -80.65138, y = -43.44671, z = -0.2123834, angle = -11.86166, collision = h1122B1
x = -80.5277, y = -43.5632, z = -1.41252, angle = -23.9729, collision = h1122B1
x = -80.38871, y = -43.56492, z = -2.683115, angle = 63.62637, collision = h1122B1
x = -81.74387, y = -43.57231, z = -3.383613, angle = 3.887867, collision = h1122B1
x = -81.18639, y = -43.57226, z = -4.281537, angle = -65.61999, collision = h1122B1
x = -80.02132, y = -43.56889, z = -5.013242, angle = -40.33919, collision = h1122B1
x = -79.14445, y = -43.56744, z = -6.08488, angle = -27.87128, collision = h1122B1
x = -78.89014, y = -43.56913, z = -7.33338, angle = 53.11434, collision = h1122B1
x = -79.79787, y = -43.23804, z = -8.104461, angle = 37.82295, collision = h1122B1
x = -78.41683, y = -43.57907, z = -11.35306, angle = -70.27016, collision = h1122B1
x = -77.13206, y = -43.57457, z = -11.79826, angle = -98.73183, collision = h1122B1
x = -75.77939, y = -43.56862, z = -11.85625, angle = -13.45255, collision = h1122B1
x = -75.64001, y = -43.57196, z = -13.12918, angle = 26.74378, collision = h1122B1
x = -75.84238, y = -43.5768, z = -14.31265, angle = -31.41535, collision = h1122B1
x = -75.22877, y = -43.57613, z = -15.18645, angle = -47.9932, collision = h1122B1
x = -74.13795, y = -43.57285, z = -16.01534, angle = -124.3538, collision = h1122B1
x = -73.17478, y = -43.56469, z = -15.21099, angle = -151.9207, collision = h1122B1
x = -72.31612, y = -43.55664, z = -14.25692, angle = -118.6047, collision = h1122B1
x = -71.08928, y = -43.57468, z = -13.61373, angle = -120.5067, collision = h1122B1
x = -71.7439, y = -43.5638, z = -12.81374, angle = 94.9052, collision = h1122B1
x = -73.12223, y = -43.55692, z = -12.79684, angle = 55.69797, collision = h1122B1
x = -74.35192, y = -43.56557, z = -13.37482, angle = 137.1701, collision = h1122B1
x = -75.48695, y = -43.56299, z = -10.57233, angle = 137.0252, collision = h1122B1
x = -76.57066, y = -43.56568, z = -9.873707, angle = 78.51289, collision = h1122B1
x = -77.63377, y = -43.57108, z = -10.0075, angle = 154.5831, collision = h1122B1
x = -77.77814, y = -43.56665, z = -8.406297, angle = -122.2213, collision = h1122B1
x = -76.63778, y = -43.56091, z = -8.08847, angle = -18.29865, collision = h1122B1
x = -78.07022, y = -43.56196, z = -5.75, angle = -62.78183, collision = h1122B1
x = -77.22755, y = -43.55998, z = -6.517891, angle = 26.12355, collision = h1122B1
x = -75.53954, y = -43.55949, z = -9.448716, angle = -53.0463, collision = h1122B1
x = -74.22327, y = -43.55886, z = -10.18363, angle = -126.0524, collision = h1122B1
x = -73.14555, y = -43.56528, z = -9.449974, angle = -57.97256, collision = h1122B1
x = -74.5128, y = -43.56045, z = -11.45773, angle = 15.99014, collision = h1122B1
x = -73.92734, y = -43.56684, z = -14.52022, angle = -24.35563, collision = h1122B1
x = -72.95844, y = -43.56744, z = -16.60611, angle = -72.40112, collision = h1193B1
x = -71.56622, y = -43.28478, z = -20.25229, angle = -62.06773, collision = h1193B1
x = -70.84529, y = -43.55631, z = -17.1446, angle = -159.3946, collision = h1193B1
x = -69.91537, y = -43.5648, z = -16.5817, angle = -94.09341, collision = h1193B1
x = -69.15278, y = -43.58967, z = -15.88461, angle = -155.8784, collision = h1193B1
x = -68.36364, y = -44.0978, z = -15.15138, angle = -113.565, collision = h1193B1
x = -67.5086, y = -44.71634, z = -14.81098, angle = -119.2351, collision = h1193B1
x = -66.70567, y = -45.34749, z = -14.35398, angle = -135.1307, collision = h1193B1
x = -66.04033, y = -45.96508, z = -13.71719, angle = -152.6977, collision = h1193B1
x = -65.25275, y = -46.62503, z = -13.15958, angle = -111.4246, collision = h1193B1
x = -64.41146, y = -47.19979, z = -12.81832, angle = -81.88213, collision = h1193B1
x = -63.06981, y = -47.20282, z = -13.0678, angle = -18.49548, collision = h1193B1
x = -62.70075, y = -47.19982, z = -14.36381, angle = -6.718816, collision = h1193B1
x = -63.70259, y = -47.20254, z = -14.37031, angle = 38.21717, collision = h1193B1
x = -64.31487, y = -47.80329, z = -15.22746, angle = 29.19508, collision = h1193B1
x = -64.76674, y = -48.32101, z = -16.0342, angle = 37.32985, collision = h1193B1
x = -65.42267, y = -48.86962, z = -16.60612, angle = 109.6201, collision = h1193B1
x = -66.74197, y = -49.46237, z = -16.23957, angle = 59.56877, collision = h1193B1
x = -67.55184, y = -50.01233, z = -16.56354, angle = 27.9343, collision = h1193B1
x = -68.01241, y = -50.53196, z = -17.36302, angle = 55.40141, collision = h1193B1
x = -69.13906, y = -50.59905, z = -18.10907, angle = 61.87671, collision = h1193B1
x = -70.3541, y = -50.59905, z = -18.77075, angle = 58.97505, collision = h1193B1
x = -71.27869, y = -50.59905, z = -19.32679, angle = 57.23997, collision = h1193B1
x = -72.32054, y = -50.59905, z = -20.21572, angle = 56.09506, collision = h1193B1
x = -73.48986, y = -50.59905, z = -20.86142, angle = 69.15948, collision = h1193B1
x = -74.78872, y = -51.17561, z = -21.33398, angle = 55.72552, collision = h1193B1
x = -75.56055, y = -51.7717, z = -21.82619, angle = 44.53013, collision = h1193B1
x = -76.21065, y = -52.35584, z = -22.48264, angle = 55.91732, collision = h1193B1
x = -76.96273, y = -52.95885, z = -23.02225, angle = 67.15596, collision = h1193B1
x = -77.93687, y = -53.65462, z = -23.47941, angle = 66.63773, collision = h1193B1
x = -78.78387, y = -54.2497, z = -23.84829, angle = 60.1982, collision = h1193B1
x = -80.00474, y = -54.26311, z = -24.50406, angle = 27.40725, collision = h1193B1
x = -80.3419, y = -54.26526, z = -25.65578, angle = -73.46401, collision = h1193B1
x = -79.12026, y = -54.26621, z = -26.03804, angle = -73.98666, collision = h1193B1
x = -79.36159, y = -54.26823, z = -27.11383, angle = 41.93116, collision = h1193B1
x = -80.01399, y = -54.26956, z = -28.0944, angle = -73.11824, collision = h1193B1
x = -78.33985, y = -54.25424, z = -27.28023, angle = -62.82985, collision = h1193B1
x = -81.16634, y = -54.26396, z = -25.05402, angle = 6.872727, collision = h1193B1
x = -81.37061, y = -54.26535, z = -26.10038, angle = 0.97322, collision = h1193B1
x = -81.40206, y = -54.26688, z = -27.48495, angle = 66.01854, collision = h1193B1
x = -82.5648, y = -54.2656, z = -27.81591, angle = 144.4683, collision = h1193B1
x = -83.39394, y = -54.26327, z = -26.80714, angle = 74.55734, collision = h1193B1
x = -84.49612, y = -54.2621, z = -27.16021, angle = 39.24691, collision = h1193B1
x = -85.37612, y = -54.26003, z = -27.97953, angle = 62.38243, collision = h1193B1
x = -86.42039, y = -54.25626, z = -28.58203, angle = 54.99204, collision = h1193B1
x = -84.81836, y = -54.25814, z = -29.15262, angle = 28.3975, collision = h1193B1
x = -87.69183, y = -54.25406, z = -28.64907, angle = 22.40224, collision = h1193B1
x = -88.77344, y = -54.24979, z = -29.52274, angle = 46.4702, collision = h1193B1
x = -89.64836, y = -54.24492, z = -30.57018, angle = -2.267828, collision = h1193B1
x = -90.06598, y = -54.24044, z = -31.73675, angle = 108.1611, collision = h1193B1
x = -91.30254, y = -54.24129, z = -31.20601, angle = -172.0004, collision = h1193B1
x = -90.98874, y = -54.24664, z = -29.81846, angle = 151.184, collision = h1193B1
x = -91.66199, y = -54.24187, z = -28.84103, angle = 79.16631, collision = h1193B1
x = -93.02944, y = -54.23288, z = -28.93969, angle = 124.8505, collision = h1193B1
x = -94.17831, y = -54.23289, z = -28.16629, angle = 133.034, collision = h1124B1
x = -95.15427, y = -54.23289, z = -27.19222, angle = 137.8907, collision = h1124B1
x = -96.20358, y = -54.23288, z = -26.44405, angle = 112.218, collision = h1124B1
x = -97.63617, y = -54.23298, z = -25.88645, angle = 118.2695, collision = h1124B1
x = -98.82058, y = -54.23383, z = -25.16706, angle = 129.2346, collision = h1124B1
x = -99.94756, y = -54.23365, z = -24.28101, angle = 129.9242, collision = h1124B1
x = -101.0577, y = -54.23339, z = -23.46167, angle = 129.4108, collision = h1124B1
x = -102.1323, y = -54.26083, z = -22.58582, angle = 130.0758, collision = h1124B1
x = -103.1656, y = -54.26083, z = -21.66398, angle = 142.8124, collision = h1125B1
x = -104.0509, y = -54.26083, z = -20.41904, angle = 155.0743, collision = h1125B1
x = -104.879, y = -54.26083, z = -19.32502, angle = 140.9313, collision = h1125B1
x = -105.7463, y = -54.26429, z = -18.24436, angle = 146.9398, collision = h1125B1
x = -106.3995, y = -54.27364, z = -17.03342, angle = 162.4818, collision = h1125B1
x = -106.8024, y = -54.26856, z = -15.70788, angle = 159.8149, collision = h1125B1
x = -107.3262, y = -54.26209, z = -14.43266, angle = 152.9487, collision = h1126B1
x = -107.8148, y = -54.25787, z = -13.47, angle = 155.1208, collision = h1126B1
x = -108.3965, y = -54.24842, z = -12.2122, angle = 141.4571, collision = h1126B1
x = -109.217, y = -54.24842, z = -11.09692, angle = 168.5334, collision = h1126B1
x = -109.5581, y = -54.24842, z = -9.758194, angle = 168.8035, collision = h1126B1
x = -109.8218, y = -54.24842, z = -8.397703, angle = 170.8428, collision = h1126B1
x = -110.0933, y = -54.24842, z = -7.040119, angle = 161.6889, collision = h1126B1
x = -110.522, y = -54.24842, z = -5.72228, angle = 162.7812, collision = h1126B1
x = -110.8417, y = -54.24842, z = -4.691828, angle = 163.1475, collision = h1126B1
x = -111.3097, y = -54.24842, z = -3.389098, angle = 136.1979, collision = h1126B1
x = -112.3003, y = -54.24842, z = -2.460859, angle = 88.56206, collision = h1126B1
x = -113.5835, y = -54.24841, z = -2.689684, angle = -9.001616, collision = h1126B1
x = -113.3136, y = -54.24841, z = -3.966079, angle = -49.5389, collision = h1126B1
x = -112.2939, y = -54.24841, z = -4.893072, angle = -46.944, collision = h1126B1
x = -110.3352, y = -54.24841, z = -11.14955, angle = 124.0762, collision = h1126B1
x = -111.2636, y = -54.24847, z = -10.32765, angle = 175.8563, collision = h1126B1
x = -111.3651, y = -54.24841, z = -9.256576, angle = 170.8357, collision = h1126B1
x = -111.4923, y = -54.24841, z = -7.881036, angle = -168.366, collision = h1126B1
x = -111.1958, y = -54.24841, z = -6.528501, angle = 164.6227, collision = h1126B1
x = -114.1639, y = -54.24949, z = -4.579628, angle = 23.39138, collision = h1126B1
x = -114.6298, y = -54.25071, z = -5.966489, angle = 19.91798, collision = h1126B1
x = -114.9388, y = -54.25064, z = -7.293259, angle = -52.41841, collision = h1126B1
x = -113.9033, y = -54.25055, z = -7.607566, angle = -150.7869, collision = h1126B1
x = -113.1897, y = -54.24911, z = -6.431509, angle = -118.6476, collision = h1126B1
x = -112.5408, y = -54.24945, z = -8.963613, angle = 30.41923, collision = h1126B1
x = -113.1877, y = -54.24945, z = -10.18841, angle = -0.2434826, collision = h1126B1
x = -112.8911, y = -54.24889, z = -11.42454, angle = -75.42406, collision = h1126B1
x = -111.5716, y = -54.24885, z = -11.82612, angle = -25.6876, collision = h1126B1
x = -111.1862, y = -54.24832, z = -13.02332, angle = 27.92475, collision = h1126B1
x = -111.5956, y = -54.24791, z = -14.31701, angle = -36.62891, collision = h1126B1
x = -110.6826, y = -54.24781, z = -15.27857, angle = -79.43472, collision = h1126B1
x = -109.6464, y = -54.24824, z = -15.54969, angle = -25.98469, collision = h1125B1
x = -109.0355, y = -54.25845, z = -16.74958, angle = -12.86493, collision = h1125B1
x = -108.7308, y = -54.26082, z = -18.10152, angle = -11.79022, collision = h1125B1
x = -108.1955, y = -54.26082, z = -19.33472, angle = -55.74789, collision = h1125B1
x = -107.064, y = -54.26082, z = -20.13263, angle = -55.50247, collision = h1125B1
x = -105.9143, y = -54.26082, z = -20.9059, angle = -49.0062, collision = h1125B1
x = -105.126, y = -54.26083, z = -21.62221, angle = -21.74167, collision = h1125B1
x = -104.5875, y = -54.26082, z = -22.8979, angle = -24.85298, collision = h1125B1
x = -103.8798, y = -54.26082, z = -24.06983, angle = -67.47437, collision = h1124B1
x = -102.6164, y = -54.25095, z = -24.62471, angle = -67.25261, collision = h1124B1
x = -101.3361, y = -54.23602, z = -25.15511, angle = -54.10103, collision = h1124B1
x = -100.2719, y = -54.23613, z = -26.01432, angle = -43.5792, collision = h1124B1
x = -99.20982, y = -54.23671, z = -27.13062, angle = -42.8631, collision = h1124B1
x = -98.23238, y = -54.23455, z = -28.10944, angle = -64.80374, collision = h1124B1
x = -96.98997, y = -54.23288, z = -28.71534, angle = -55.5764, collision = h1124B1
x = -95.94072, y = -54.23288, z = -29.56754, angle = 2.722322, collision = h1124B1
x = -96.34016, y = -54.23288, z = -30.7333, angle = 108.5551, collision = h1124B1
x = -97.54244, y = -54.23288, z = -30.23716, angle = 128.0016, collision = h1124B1
x = -98.80602, y = -53.71718, z = -29.37456, angle = 125.018, collision = h1124B1
x = -99.6067, y = -53.19997, z = -28.91875, angle = 99.22417, collision = h1124B1
x = -100.9716, y = -52.46933, z = -28.67684, angle = 110.3, collision = h1124B1
x = -101.8405, y = -51.96738, z = -28.36301, angle = 120.9308, collision = h1124B1
x = -102.9642, y = -51.23883, z = -27.58136, angle = 140.8174, collision = h1124B1
x = -103.975, y = -50.52349, z = -26.66002, angle = 119.869, collision = h1124B1
x = -105.1466, y = -50.16735, z = -25.92396, angle = 137.1836, collision = h1124B1
x = -105.8606, y = -50.1657, z = -25.12906, angle = 152.8148, collision = h1125B1
x = -106.5234, y = -50.7003, z = -23.9132, angle = 144.6546, collision = h1125B1
x = -107.3088, y = -51.44399, z = -22.77148, angle = 151.3489, collision = h1125B1
x = -107.9594, y = -52.18192, z = -21.54963, angle = 153.8247, collision = h1125B1
x = -108.3528, y = -52.69633, z = -20.71372, angle = 157.9809, collision = h1125B1
x = -108.7044, y = -53.19892, z = -19.85952, angle = 136.4508, collision = h1125B1
x = -109.3038, y = -53.70488, z = -19.18655, angle = 82.96792, collision = h1125B1
x = -110.537, y = -53.88918, z = -19.53863, angle = -16.64689, collision = h1125B1
x = -110.1017, y = -53.35014, z = -20.42042, angle = -58.34258, collision = h1125B1
x = -105.853, y = -50.17307, z = -26.73608, angle = 35.17386, collision = h1124B1
x = -106.882, y = -50.18064, z = -27.58087, angle = 93.92206, collision = h1127B1
x = -107.9403, y = -50.17783, z = -27.61873, angle = 25.01046, collision = h1127B1
x = -108.4738, y = -50.17301, z = -28.52642, angle = 58.64403, collision = h1127B1
x = -109.6022, y = -50.17183, z = -29.02901, angle = 93.87019, collision = h1127B1
x = -110.9279, y = -50.17104, z = -29.1594, angle = 22.26564, collision = h1127B1
x = -111.4473, y = -50.16985, z = -30.42084, angle = 33.79154, collision = h1127B1
x = -112.1157, y = -50.16862, z = -31.62963, angle = 32.85354, collision = h1127B1
x = -112.8327, y = -50.16725, z = -32.98431, angle = -25.75021, collision = h1127B1
x = -112.2229, y = -50.1667, z = -34.175, angle = -40.90632, collision = h1127B1
x = -111.3455, y = -50.16734, z = -35.247, angle = -42.04895, collision = h1127B1
x = -110.4113, y = -50.16811, z = -36.21235, angle = -72.03024, collision = h1127B1
x = -109.3067, y = -50.16916, z = -36.65233, angle = -158.5963, collision = h1127B1
x = -108.8173, y = -50.16993, z = -35.44317, angle = -152.7287, collision = h1127B1
x = -108.2667, y = -50.17081, z = -34.01548, angle = -156.0445, collision = h1127B1
x = -107.6002, y = -50.17176, z = -32.81762, angle = -178.3181, collision = h1127B1
x = -107.6762, y = -50.17195, z = -31.56907, angle = 83.23681, collision = h1127B1
x = -108.9145, y = -50.17061, z = -31.8038, angle = 43.27003, collision = h1127B1
x = -109.892, y = -50.16938, z = -32.78224, angle = 90.14641, collision = h1127B1
x = -111.1437, y = -50.1684, z = -32.61768, angle = 165.6575, collision = h1127B1
x = -110.2966, y = -50.17016, z = -30.81139, angle = -92.02399, collision = h1127B1
x = -109.0187, y = -50.17109, z = -30.45576, angle = -161.8865, collision = h1127B1
x = -107.1886, y = -50.13408, z = -29.17239, angle = -48.74031, collision = h1127B1
x = -106.4429, y = -49.59441, z = -29.70782, angle = -73.6175, collision = h1127B1
x = -105.2027, y = -48.95887, z = -30.26907, angle = -5.696733, collision = h1127B1
x = -105.0588, y = -48.38764, z = -31.1417, angle = 32.94479, collision = h1127B1
x = -105.4833, y = -47.8863, z = -32.12127, angle = -15.45094, collision = h1127B1
x = -105.3058, y = -47.28014, z = -33.0217, angle = -18.53004, collision = h1127B1
x = -105.018, y = -46.70078, z = -33.89921, angle = -29.95165, collision = h1127B1
x = -104.3326, y = -46.16182, z = -35.10353, angle = 14.16844, collision = h1127B1
x = -104.4552, y = -45.65889, z = -35.96722, angle = 43.07922, collision = h1127B1
x = -105.4496, y = -44.97711, z = -36.92182, angle = 63.1076, collision = h1127B1
x = -106.6357, y = -44.1974, z = -37.63285, angle = 69.35577, collision = h1127B1
x = -107.6134, y = -43.56649, z = -38.08082, angle = 60.13715, collision = h1127B1
x = -108.417, y = -42.97682, z = -38.53665, angle = 74.47912, collision = h1127B1
x = -109.7402, y = -42.21346, z = -38.93095, angle = 83.40239, collision = h1127B1
x = -111.1197, y = -41.4716, z = -39.05833, angle = 92.78223, collision = h1127B1
x = -112.0461, y = -40.94405, z = -39.02114, angle = 104.1839, collision = h1127B1
x = -113.2065, y = -40.15724, z = -38.40195, angle = 130.211, collision = h1127B1
x = -114.0134, y = -39.45921, z = -37.32491, angle = -129.7609, collision = h1127B1
x = -112.6009, y = -40.17603, z = -37.3642, angle = 36.36581, collision = h1127B1
x = -111.6805, y = -40.26528, z = -36.73676, angle = -165.981, collision = h1127B1
x = -110.5601, y = -40.26219, z = -36.53447, angle = 177.1031, collision = h1127B1
x = -112.2961, y = -40.27196, z = -35.89687, angle = 126.9836, collision = h1127B1
