x = 230.0119, y = 199.9796, z = 473.7116, angle = -139.4778, collision = h0102B0
x = 186.0804, y = 146.6776, z = 758.9114, angle = 54.77446, collision = h0073B0
x = 184.7455, y = 146.9111, z = 758.3149, angle = 95.7952, collision = h0080B0
x = 183.4326, y = 146.887, z = 758.4223, angle = 97.16701, collision = h0080B0
x = 181.9573, y = 146.6881, z = 758.5173, angle = 62.17819, collision = h0080B0
x = 180.8095, y = 146.3268, z = 757.8911, angle = 47.53196, collision = h0080B0
x = 179.6153, y = 146.3193, z = 757.0562, angle = 99.02168, collision = h0080B0
x = 178.3391, y = 146.3304, z = 757.3104, angle = 63.02071, collision = h0080B0
x = 177.7758, y = 146.3642, z = 756.4719, angle = 33.72271, collision = h0080B0
x = 176.9308, y = 146.4106, z = 755.2497, angle = 43.07043, collision = h0080B0
x = 176.0609, y = 146.4348, z = 754.2551, angle = 40.42159, collision = h0080B0
x = 175.105, y = 146.4623, z = 753.1151, angle = 36.37824, collision = h0080B0
x = 174.3502, y = 146.4877, z = 752.0308, angle = 26.88093, collision = h0080B0
x = 173.6598, y = 146.4216, z = 750.7129, angle = 31.01139, collision = h0080B0
x = 172.9042, y = 146.3949, z = 749.6398, angle = 44.70368, collision = h0080B0
x = 171.8342, y = 146.4172, z = 748.6066, angle = 40.53444, collision = h0080B0
x = 170.993, y = 146.385, z = 747.5925, angle = 22.46866, collision = h0080B0
x = 170.4901, y = 146.6074, z = 746.2017, angle = 3.377119, collision = h0080B0
x = 170.4142, y = 146.7197, z = 745.1052, angle = 3.377119, collision = h0080B0
x = 171.4814, y = 146.3812, z = 745.5645, angle = -123.6261, collision = h0080B0
x = 172.4636, y = 146.0304, z = 746.4611, angle = -137.8195, collision = h0080B0
x = 173.2367, y = 145.8985, z = 747.316, angle = -142.1407, collision = h0080B0
x = 175.2386, y = 145.0315, z = 749.088, angle = -149.2698, collision = h0080B0
x = 174.1582, y = 145.4622, z = 747.8492, angle = 91.00004, collision = h0080B0
x = 169.5009, y = 147.0076, z = 745.6396, angle = -43.69891, collision = h0080B0
x = 173.2419, y = 146.692, z = 751.6593, angle = -144.3245, collision = h0080B0
x = 182.6384, y = 146.6507, z = 759.5516, angle = -113.7885, collision = h0080B0
x = 183.997, y = 146.5492, z = 760.1585, angle = -123.3604, collision = h0080B0
x = 185.0926, y = 146.3735, z = 760.8951, angle = -156.0611, collision = h0080B0
x = 185.5249, y = 146.326, z = 762.2609, angle = 151.8704, collision = h0080B0
x = 184.9388, y = 146.3206, z = 763.4368, angle = 165.2675, collision = h0080B0
x = 184.6882, y = 146.3153, z = 764.8534, angle = -159.156, collision = h0080B0
x = 185.2305, y = 146.3128, z = 766.0483, angle = -137.7659, collision = h0080B0
x = 186.2324, y = 146.3118, z = 767.1479, angle = -148.4422, collision = h0080B0
x = 186.6813, y = 146.3087, z = 768.2876, angle = 148.5985, collision = h0080B0
x = 185.9506, y = 146.3065, z = 769.5796, angle = 162.5371, collision = h0080B0
x = 185.5376, y = 146.305, z = 770.5928, angle = 162.5371, collision = h0080B0
x = 186.6676, y = 146.3072, z = 770.6296, angle = -165.4167, collision = h0080B0
x = 186.9804, y = 146.3071, z = 771.7833, angle = 179.4381, collision = h0080B0
x = 186.984, y = 146.3063, z = 773.1048, angle = 176.3952, collision = h0080B0
x = 186.6866, y = 146.3054, z = 774.5397, angle = 143.0951, collision = h0080B0
x = 185.9933, y = 146.3041, z = 775.8286, angle = -154.6752, collision = h0080B0
x = 186.5484, y = 146.3046, z = 776.986, angle = -126.3537, collision = h0080B0
x = 187.7856, y = 146.306, z = 777.7959, angle = -121.0844, collision = h0080B0
x = 188.9007, y = 146.3073, z = 778.4847, angle = -142.1259, collision = h0080B0
x = 189.7728, y = 146.3704, z = 779.6864, angle = -152.2043, collision = h0080B0
x = 190.3786, y = 146.3425, z = 780.861, angle = -155.7771, collision = h0080B0
x = 190.9842, y = 146.3098, z = 782.2202, angle = -157.2988, collision = h0080B0
x = 191.4568, y = 146.31, z = 783.4541, angle = -174.9838, collision = h0080B0
x = 190.3117, y = 146.3104, z = 783.1339, angle = 92.91654, collision = h0080B0
x = 188.8818, y = 146.4398, z = 783.1064, angle = 97.86347, collision = h0080B0
x = 187.6108, y = 146.3598, z = 783.421, angle = 164.0038, collision = h0080B0
x = 187.3973, y = 146.3101, z = 784.6166, angle = -142.7525, collision = h0080B0
x = 188.2239, y = 146.3092, z = 785.8508, angle = -157.8049, collision = h0080B0
x = 188.6448, y = 146.3083, z = 787.2595, angle = 148.7327, collision = h0080B0
x = 187.9126, y = 146.3079, z = 788.1071, angle = 81.7655, collision = h0080B0
x = 186.525, y = 146.3084, z = 787.7054, angle = 46.33141, collision = h0080B0
x = 185.5303, y = 146.3091, z = 786.8372, angle = 65.196, collision = h0080B0
x = 184.1562, y = 146.372, z = 786.3193, angle = 114.32, collision = h0080B0
x = 183.1604, y = 146.5504, z = 787.0219, angle = -163.1971, collision = h0080B0
x = 183.6163, y = 146.4539, z = 788.397, angle = -160.8605, collision = h0080B0
x = 184.1563, y = 146.3103, z = 789.6812, angle = -165.377, collision = h0080B0
x = 184.478, y = 146.3102, z = 790.8745, angle = -164.4581, collision = h0080B0
x = 184.7963, y = 146.3102, z = 792.0324, angle = -162.7842, collision = h0080B0
x = 185.1774, y = 146.3101, z = 793.2754, angle = -145.3369, collision = h0080B0
x = 185.8902, y = 146.3101, z = 794.4598, angle = -132.4018, collision = h0080B0
x = 186.6666, y = 146.31, z = 795.2366, angle = -166.0177, collision = h0080B0
x = 187.0054, y = 146.31, z = 796.5031, angle = 169.6497, collision = h0080B0
x = 186.8028, y = 146.2508, z = 797.869, angle = 145.3356, collision = h0080B0
x = 186.2484, y = 146.2754, z = 798.7996, angle = 121.0232, collision = h0080B0
x = 185.2959, y = 146.3788, z = 799.6497, angle = 82.05088, collision = h0080B0
x = 185.3951, y = 146.0943, z = 798.1284, angle = 28.70457, collision = h0080B0
x = 184.8101, y = 146.0605, z = 796.8494, angle = 15.99704, collision = h0080B0
x = 184.4513, y = 146.1407, z = 795.8204, angle = 35.67905, collision = h0080B0
x = 183.6768, y = 146.1873, z = 794.6572, angle = 127.6935, collision = h0080B0
x = 182.6342, y = 145.9982, z = 795.1953, angle = 165.3825, collision = h0080B0
x = 182.2542, y = 145.8179, z = 796.3219, angle = 179.7033, collision = h0080B0
x = 182.2284, y = 145.6863, z = 797.6262, angle = 139.4027, collision = h0080B0
x = 181.462, y = 145.6593, z = 798.7173, angle = 50.26282, collision = h0080B0
x = 180.2172, y = 145.4409, z = 797.8633, angle = 19.80133, collision = h0080B0
x = 179.7316, y = 145.4932, z = 796.5131, angle = 14.02585, collision = h0080B0
x = 179.4013, y = 145.6022, z = 795.272, angle = 11.86234, collision = h0080B0
x = 179.1607, y = 145.7103, z = 794.1284, angle = 26.63446, collision = h0080B0
x = 178.6322, y = 145.7929, z = 792.9106, angle = 26.94253, collision = h0080B0
x = 178.1261, y = 145.8499, z = 791.9285, angle = 25.26736, collision = h0080B0
x = 177.528, y = 145.9265, z = 790.6683, angle = 19.13259, collision = h0080B0
x = 177.0641, y = 146.0026, z = 789.4449, angle = 43.55131, collision = h0080B0
x = 176.1226, y = 145.9998, z = 788.3889, angle = 50.12011, collision = h0080B0
x = 175.3042, y = 146.002, z = 787.6738, angle = 56.7536, collision = h0080B0
x = 174.1045, y = 146.0771, z = 786.8799, angle = 79.69286, collision = h0080B0
x = 172.8698, y = 145.9796, z = 786.5969, angle = 106.2329, collision = h0080B0
x = 171.7128, y = 145.6831, z = 786.8647, angle = 149.2313, collision = h0080B0
x = 170.9461, y = 145.5383, z = 787.8524, angle = -173.2107, collision = h0080B0
x = 171.0669, y = 145.2247, z = 789.2218, angle = -155.0993, collision = h0080B0
x = 171.4935, y = 145.1439, z = 790.2473, angle = -155.1011, collision = h0080B0
x = 172.0513, y = 145.099, z = 791.4491, angle = -151.0728, collision = h0080B0
x = 172.7109, y = 145.0662, z = 792.6786, angle = -150.2529, collision = h0080B0
x = 173.2512, y = 145.0437, z = 793.6266, angle = -166.8007, collision = h0080B0
x = 173.6055, y = 144.9186, z = 794.98, angle = 161.2672, collision = h0080B0
x = 173.2122, y = 144.6968, z = 796.1996, angle = 151.638, collision = h0080B0
x = 172.6662, y = 144.659, z = 797.2795, angle = 141.385, collision = h0080B0
x = 171.8778, y = 144.4679, z = 798.299, angle = 123.9813, collision = h0080B0
x = 170.7317, y = 144.125, z = 799.1217, angle = 160.5671, collision = h0080B0
x = 170.1903, y = 143.8956, z = 800.0243, angle = -162.4868, collision = h0080B0
x = 170.4965, y = 143.7559, z = 801.3164, angle = -150.4937, collision = h0080B0
x = 171.1172, y = 143.6123, z = 802.5386, angle = 167.7655, collision = h0081B0
x = 171.0521, y = 143.5474, z = 803.6009, angle = 142.3428, collision = h0081B0
x = 170.2016, y = 143.2584, z = 804.7458, angle = 137.113, collision = h0081B0
x = 169.3208, y = 142.9696, z = 805.6917, angle = 137.1252, collision = h0081B0
x = 168.4879, y = 142.6964, z = 806.5889, angle = 124.7078, collision = h0081B0
x = 167.4648, y = 142.429, z = 807.3391, angle = 68.73549, collision = h0081B0
x = 166.2621, y = 142.3227, z = 806.938, angle = 2.597657, collision = h0081B0
x = 166.1244, y = 142.4437, z = 805.884, angle = -0.8374631, collision = h0081B0
x = 166.1377, y = 142.8394, z = 804.5185, angle = 11.70671, collision = h0081B0
x = 165.8398, y = 143.0115, z = 803.2085, angle = 9.057569, collision = h0081B0
x = 165.6693, y = 143.1054, z = 802.1277, angle = 17.19921, collision = h0081B0
x = 165.2663, y = 143.0168, z = 800.7799, angle = 16.8374, collision = h0081B0
x = 164.8891, y = 143.1694, z = 799.5281, angle = 15.56894, collision = h0081B0
x = 164.5546, y = 143.2601, z = 798.3467, angle = 12.95299, collision = h0081B0
x = 164.2618, y = 143.3592, z = 797.1011, angle = -0.877775, collision = h0081B0
x = 164.247, y = 143.5492, z = 795.664, angle = -1.942356, collision = h0081B0
x = 164.2899, y = 143.6968, z = 794.6017, angle = 5.083354, collision = h0081B0
x = 164.1927, y = 143.8493, z = 793.2053, angle = 0.8972136, collision = h0080B0
x = 164.1676, y = 143.9818, z = 791.887, angle = 0.6972803, collision = h0080B0
x = 164.1514, y = 144.0944, z = 790.7714, angle = 23.92289, collision = h0080B0
x = 163.7366, y = 144.1867, z = 789.4633, angle = 25.11846, collision = h0080B0
x = 163.1783, y = 144.2521, z = 788.2729, angle = 33.81385, collision = h0080B0
x = 162.5626, y = 144.2962, z = 787.2339, angle = 67.20639, collision = h0080B0
x = 161.442, y = 144.2424, z = 786.6544, angle = 82.26114, collision = h0080B0
x = 160.0151, y = 144.1159, z = 786.4506, angle = 84.73577, collision = h0080B0
x = 158.9575, y = 144.0132, z = 786.3677, angle = 70.03576, collision = h0080B0
x = 157.6566, y = 143.9292, z = 785.8578, angle = 33.6192, collision = h0080B0
x = 156.9025, y = 143.9448, z = 784.8037, angle = 29.87698, collision = h0080B0
x = 156.3302, y = 143.9448, z = 783.8166, angle = 30.02774, collision = h0080B0
x = 155.6505, y = 143.9527, z = 782.6406, angle = 31.20129, collision = h0080B0
x = 154.8813, y = 143.9826, z = 781.3725, angle = 34.65049, collision = h0080B0
x = 154.2834, y = 143.9986, z = 780.4936, angle = 34.65049, collision = h0080B0
x = 153.6455, y = 144.0146, z = 779.5707, angle = 34.65049, collision = h0080B0
x = 152.9907, y = 144.0393, z = 778.5021, angle = 36.50867, collision = h0080B0
x = 152.9268, y = 144.1083, z = 777.4305, angle = -0.3130685, collision = h0080B0
x = 152.9406, y = 144.2003, z = 776.1078, angle = 15.24662, collision = h0080B0
x = 152.4643, y = 144.2473, z = 774.9391, angle = 61.96062, collision = h0080B0
x = 151.135, y = 144.3728, z = 774.2982, angle = 75.17346, collision = h0080B0
x = 150.1294, y = 144.6183, z = 773.9684, angle = 50.06236, collision = h0080B0
x = 149.2204, y = 144.9899, z = 773.2232, angle = 47.72963, collision = h0080B0
x = 148.5822, y = 145.2168, z = 772.22, angle = -138.372, collision = h0080B0
x = 149.0325, y = 145.0485, z = 774.3079, angle = -122.2543, collision = h0080B0
x = 150.2252, y = 144.5578, z = 775.0938, angle = -116.9305, collision = h0080B0
x = 151.1977, y = 144.2925, z = 775.5997, angle = -137.1154, collision = h0080B0
x = 151.899, y = 144.145, z = 777.2071, angle = 134.3179, collision = h0080B0
x = 150.7271, y = 144.3065, z = 777.0269, angle = -179.0785, collision = h0080B0
x = 153.9973, y = 144.1642, z = 777.777, angle = -119.2237, collision = h0080B0
x = 155.1124, y = 144.2754, z = 778.3102, angle = -162.0579, collision = h0080B0
x = 155.5572, y = 144.2217, z = 779.6312, angle = 158.2722, collision = h0080B0
x = 153.631, y = 143.8489, z = 781.9628, angle = 119.5529, collision = h0080B0
x = 152.7085, y = 143.7369, z = 782.4901, angle = 117.2897, collision = h0081B0
x = 151.4491, y = 143.5198, z = 783.1177, angle = 105.4806, collision = h0081B0
x = 150.1914, y = 143.4793, z = 783.4836, angle = 121.4545, collision = h0081B0
x = 149.2059, y = 143.4958, z = 783.9838, angle = 152.1225, collision = h0081B0
x = 148.5084, y = 143.3316, z = 785.1649, angle = 154.7194, collision = h0081B0
x = 147.9433, y = 143.1414, z = 786.3618, angle = 137.5774, collision = h0081B0
x = 147.1104, y = 143.0316, z = 787.4649, angle = 129.7423, collision = h0081B0
x = 146.2793, y = 143.1263, z = 788.1716, angle = -179.8075, collision = h0081B0
x = 146.1035, y = 142.8304, z = 789.3218, angle = -89.21376, collision = h0081B0
x = 147.1809, y = 142.6313, z = 789.0227, angle = -58.44512, collision = h0081B0
x = 148.2494, y = 142.5907, z = 788.4622, angle = -75.69564, collision = h0081B0
x = 149.4524, y = 142.6314, z = 788.1093, angle = -112.3479, collision = h0081B0
x = 150.5409, y = 142.6472, z = 788.4822, angle = -127.3407, collision = h0081B0
x = 151.6544, y = 142.6615, z = 789.2113, angle = -154.0784, collision = h0081B0
x = 152.3041, y = 142.5661, z = 790.3781, angle = 179.1416, collision = h0081B0
x = 152.3795, y = 142.3876, z = 791.7103, angle = 129.4443, collision = h0081B0
x = 151.6451, y = 142.202, z = 792.4882, angle = 106.3389, collision = h0081B0
x = 150.2967, y = 141.9977, z = 792.9416, angle = 83.52431, collision = h0081B0
x = 149.0108, y = 141.9106, z = 792.8547, angle = 96.17345, collision = h0081B0
x = 147.7944, y = 141.8204, z = 792.8926, angle = 109.0588, collision = h0081B0
x = 146.5937, y = 141.7312, z = 793.3358, angle = 130.969, collision = h0081B0
x = 145.498, y = 141.5932, z = 794.2405, angle = 166.7758, collision = h0081B0
x = 145.1526, y = 141.4202, z = 795.2368, angle = -156.9486, collision = h0081B0
x = 145.6442, y = 141.3249, z = 796.4711, angle = -111.0411, collision = h0081B0
x = 146.8527, y = 141.4102, z = 797.0313, angle = -117.7673, collision = h0081B0
x = 147.8537, y = 141.4663, z = 797.4656, angle = -134.414, collision = h0081B0
x = 148.9214, y = 141.4417, z = 798.3749, angle = -135.4621, collision = h0081B0
x = 149.8358, y = 141.6423, z = 799.3087, angle = -151.1866, collision = h0081B0
x = 150.5195, y = 141.5587, z = 800.3171, angle = -168.2879, collision = h0081B0
x = 150.7996, y = 141.4405, z = 801.5566, angle = -177.1255, collision = h0081B0
x = 150.862, y = 141.1013, z = 802.9939, angle = -176.9442, collision = h0081B0
x = 150.9188, y = 140.9112, z = 804.0557, angle = -179.7558, collision = h0081B0
x = 150.9347, y = 140.8605, z = 805.5798, angle = 175.4774, collision = h0081B0
x = 150.6608, y = 140.3488, z = 806.7515, angle = 175.8709, collision = h0081B0
x = 150.5174, y = 140.2321, z = 807.8378, angle = -168.4558, collision = h0081B0
x = 150.7477, y = 140.1549, z = 809.0897, angle = -155.3829, collision = h0081B0
x = 151.3585, y = 140.253, z = 810.3828, angle = -127.271, collision = h0081B0
x = 152.3352, y = 140.2516, z = 811.2061, angle = -122.7658, collision = h0081B0
x = 153.3193, y = 140.3338, z = 811.8552, angle = -137.8898, collision = h0081B0
x = 154.2546, y = 140.3589, z = 812.7757, angle = -161.8564, collision = h0081B0
x = 154.6899, y = 140.2923, z = 813.7881, angle = 163.1421, collision = h0081B0
x = 154.4215, y = 140.2143, z = 815.0801, angle = 101.4688, collision = h0081B0
x = 155.4489, y = 140.5887, z = 814.7348, angle = -74.79715, collision = h0081B0
x = 156.8472, y = 140.861, z = 814.3152, angle = -47.86866, collision = h0081B0
x = 157.537, y = 141.0175, z = 813.3906, angle = 5.882746, collision = h0081B0
x = 157.4642, y = 141.2069, z = 812.2361, angle = 61.81839, collision = h0081B0
x = 156.4522, y = 140.8132, z = 811.5615, angle = 9.358479, collision = h0081B0
x = 156.1865, y = 140.9827, z = 813.0172, angle = 79.88974, collision = h0081B0
x = 150.2178, y = 140.054, z = 810.1667, angle = 60.46465, collision = h0081B0
x = 149.0005, y = 139.8171, z = 809.4892, angle = 60.52537, collision = h0081B0
x = 147.9493, y = 139.6835, z = 809.0138, angle = 60.72549, collision = h0081B0
x = 146.9647, y = 139.4974, z = 809.2241, angle = 60.72549, collision = h0081B0
x = 145.5504, y = 139.2464, z = 809.4077, angle = 77.021, collision = h0081B0
x = 144.1086, y = 139.0501, z = 809.0569, angle = 67.15025, collision = h0081B0
x = 142.903, y = 138.941, z = 808.5187, angle = 62.38721, collision = h0081B0
x = 142.0055, y = 138.8772, z = 808.0418, angle = 61.70229, collision = h0081B0
x = 140.5046, y = 139.3405, z = 807.2351, angle = 59.54425, collision = h0081B0
x = 139.3439, y = 139.4664, z = 806.5369, angle = 54.05588, collision = h0081B0
x = 138.252, y = 139.3266, z = 805.7637, angle = 57.9688, collision = h0081B0
x = 137.2644, y = 139.3597, z = 805.1385, angle = 101.4906, collision = h0081B0
x = 136.0363, y = 139.328, z = 805.2779, angle = 142.2852, collision = h0081B0
x = 135.1121, y = 139.123, z = 806.35, angle = 179.0529, collision = h0081B0
x = 134.9922, y = 138.9129, z = 807.4047, angle = -159.6264, collision = h0081B0
x = 135.4479, y = 138.6214, z = 808.7535, angle = -131.5571, collision = h0081B0
x = 136.3613, y = 138.4152, z = 809.6379, angle = -141.3018, collision = h0081B0
x = 137.2005, y = 138.0313, z = 810.4343, angle = -143.7987, collision = h0081B0
x = 137.9855, y = 138.0312, z = 811.5073, angle = -142.1597, collision = h0081B0
x = 138.823, y = 138.0814, z = 812.5861, angle = -130.7359, collision = h0081B0
x = 139.6509, y = 138.3478, z = 813.3611, angle = -123.351, collision = h0081B0
x = 140.7308, y = 138.2574, z = 814.1036, angle = -126.988, collision = h0081B0
x = 141.8618, y = 138.4039, z = 814.953, angle = -125.1167, collision = h0081B0
x = 142.7453, y = 138.2586, z = 815.5892, angle = -122.263, collision = h0081B0
x = 143.9589, y = 138.2977, z = 816.3655, angle = -120.8574, collision = h0081B0
x = 145.0562, y = 138.4311, z = 817.0259, angle = -120.0336, collision = h0081B0
