x = 177.8432, y = 207.2, z = 131.9724, angle = -100, collision = h0000B1_0000
x = 510.2789, y = 57.42461, z = 259.3198, angle = 148.942, collision = h0032B1_0000
x = 509.8424, y = 57.67436, z = 260.3102, angle = 177.78, collision = h0032B1_0000
x = 509.6909, y = 57.76101, z = 261.5779, angle = -121.26, collision = h0032B1_0000
x = 510.7642, y = 57.147, z = 262.3152, angle = -117.2889, collision = h0032B1_0000
x = 512.0058, y = 56.43668, z = 263.0226, angle = -136.7872, collision = h0032B1_0000
x = 512.7659, y = 56.20001, z = 263.7856, angle = -137.2572, collision = h0032B1_0000
x = 513.7418, y = 56.20001, z = 264.8426, angle = -152.1841, collision = h0032B1_0000
x = 514.3905, y = 56.20001, z = 265.9404, angle = -151.9031, collision = h0032B1_0000
x = 514.9283, y = 56.20001, z = 266.9896, angle = -115.402, collision = h0032B1_0000
x = 515.9996, y = 56.20001, z = 267.6963, angle = -98.16592, collision = h0032B1_0000
x = 517.3535, y = 56.20001, z = 267.9265, angle = -96.48253, collision = h0032B1_0000
x = 518.4715, y = 56.20001, z = 268.0551, angle = -98.14759, collision = h0032B1_0000
x = 519.7725, y = 56.20001, z = 268.2347, angle = -98.28993, collision = h0032B1_0000
x = 521.1646, y = 56.20001, z = 268.4385, angle = -97.69609, collision = h0032B1_0000
x = 522.2476, y = 56.20001, z = 268.587, angle = -96.97944, collision = h0032B1_0000
x = 523.6799, y = 56.20001, z = 268.753, angle = -88.18275, collision = h0032B1_0000
x = 524.959, y = 56.20001, z = 268.7411, angle = -87.15637, collision = h0032B1_0000
x = 526.1595, y = 56.20001, z = 268.6835, angle = -86.98821, collision = h0032B1_0000
x = 527.4581, y = 56.20001, z = 268.6155, angle = -78.59374, collision = h0032B1_0000
x = 528.8373, y = 56.20001, z = 268.3893, angle = -76.76806, collision = h0032B1_0000
x = 529.9086, y = 56.20001, z = 268.1418, angle = -81.61687, collision = h0032B1_0000
x = 531.2238, y = 56.20001, z = 267.9695, angle = -106.4275, collision = h0032B1_0000
x = 532.5604, y = 56.20001, z = 268.3316, angle = -105.4164, collision = h0032B1_0000
x = 533.7589, y = 56.20001, z = 268.7011, angle = -105.4164, collision = h0032B1_0000
x = 534.748, y = 56.20001, z = 268.9239, angle = -105.4164, collision = h0032B1_0000
x = 532.669, y = 56.20001, z = 267.0401, angle = -28.40516, collision = h0032B1_0000
x = 533.3785, y = 56.20001, z = 265.747, angle = -1.389438, collision = h0032B1_0000
x = 533.8411, y = 56.66463, z = 264.2868, angle = -54.82856, collision = h0032B1_0000
x = 534.8892, y = 57.00011, z = 263.3708, angle = -6.255265, collision = h0032B1_0000
x = 535.1139, y = 57.07858, z = 262.0823, angle = 15.23195, collision = h0032B1_0000
x = 534.9911, y = 57.07856, z = 261.0035, angle = 52.01134, collision = h0032B1_0000
x = 533.962, y = 57.07855, z = 260.0891, angle = 3.233794, collision = h0032B1_0000
x = 534.2913, y = 57.07853, z = 259.1009, angle = 18.72184, collision = h0032B1_0000
x = 534.1988, y = 57.51932, z = 257.7597, angle = -19.99379, collision = h0032B1_0000
x = 534.5221, y = 57.91634, z = 256.6812, angle = 38.80161, collision = h0032B1_0000
x = 533.8757, y = 57.96042, z = 255.6176, angle = 32.08675, collision = h0032B1_0000
x = 533.1567, y = 57.75568, z = 254.4539, angle = -7.927527, collision = h0032B1_0000
x = 533.2585, y = 57.78545, z = 253.3676, angle = -11.26809, collision = h0032B1_0000
x = 533.5379, y = 57.41235, z = 251.9549, angle = -26.86704, collision = h0032B1_0000
x = 534.0826, y = 57.07839, z = 250.7998, angle = -15.63283, collision = h0032B1_0000
x = 534.4788, y = 57.07837, z = 249.6744, angle = 10.77078, collision = h0032B1_0000
x = 534.3624, y = 57.07835, z = 248.3908, angle = 15.3152, collision = h0032B1_0000
x = 533.9771, y = 57.07833, z = 247.0482, angle = 22.12507, collision = h0032B1_0000
x = 533.579, y = 56.77736, z = 246.0212, angle = 3.658987, collision = h0032B1_0000
x = 533.3991, y = 56.30212, z = 244.7237, angle = -12.42324, collision = h0032B1_0000
x = 533.6845, y = 56.19999, z = 243.3674, angle = -51.02504, collision = h0032B1_0000
x = 534.5677, y = 56.19999, z = 242.4498, angle = -31.78603, collision = h0032B1_0000
x = 535.2209, y = 56.19999, z = 241.0274, angle = -32.49648, collision = h0032B1_0000
x = 534.1041, y = 56.19999, z = 240.2337, angle = 116.9838, collision = h0032B1_0000
x = 532.9709, y = 56.19999, z = 240.8697, angle = 128.9487, collision = h0032B1_0000
x = 532.0894, y = 56.19999, z = 241.5901, angle = 121.2971, collision = h0032B1_0000
x = 530.9438, y = 56.19999, z = 242.3215, angle = 118.1914, collision = h0032B1_0000
x = 529.7485, y = 56.19999, z = 242.899, angle = 80.23625, collision = h0032B1_0000
x = 528.5911, y = 56.19999, z = 242.8513, angle = 47.13908, collision = h0032B1_0000
x = 527.5958, y = 56.19999, z = 242.0248, angle = 61.8329, collision = h0032B1_0000
x = 526.3685, y = 56.19999, z = 241.2787, angle = 22.29732, collision = h0032B1_0000
x = 532.9757, y = 56.19999, z = 242.2903, angle = -70.38738, collision = h0032B1_0000
x = 537.5639, y = 56.19999, z = 241.488, angle = -89.50609, collision = h0032B1_0000
x = 538.983, y = 56.19999, z = 241.5084, angle = -111.9609, collision = h0032B1_0000
x = 540.1971, y = 56.19999, z = 241.7632, angle = -117.1707, collision = h0032B1_0000
x = 541.2739, y = 56.19999, z = 241.7629, angle = -80.67425, collision = h0032B1_0000
x = 542.5408, y = 56.19999, z = 241.5915, angle = -78.49509, collision = h0032B1_0000
x = 543.944, y = 56.19999, z = 241.3092, angle = -71.45928, collision = h0032B1_0000
x = 545.124, y = 56.19999, z = 240.8423, angle = -9.825131, collision = h0032B1_0000
x = 543.788, y = 56.19999, z = 240.2088, angle = 91.42388, collision = h0032B1_0000
x = 542.5844, y = 56.19999, z = 240.2841, angle = 60.71474, collision = h0032B1_0000
x = 541.4483, y = 56.19999, z = 240.1582, angle = 43.77382, collision = h0032B1_0000
x = 539.8137, y = 56.19999, z = 240.1582, angle = 99.56322, collision = h0032B1_0000
x = 538.7511, y = 56.19999, z = 240.2821, angle = 115.9103, collision = h0032B1_0000
x = 524.8959, y = 56.19999, z = 241.2392, angle = 90.34718, collision = h0032B1_0000
x = 523.6141, y = 56.19999, z = 241.305, angle = 65.73387, collision = h0032B1_0000
x = 522.4865, y = 56.19999, z = 240.819, angle = 82.06543, collision = h0032B1_0000
x = 521.252, y = 56.19999, z = 240.5516, angle = 97.36037, collision = h0032B1_0000
x = 519.8235, y = 56.19999, z = 240.7173, angle = 99.10668, collision = h0032B1_0000
x = 518.7725, y = 56.19999, z = 240.8779, angle = 100.4701, collision = h0032B1_0000
x = 517.4004, y = 56.19999, z = 241.143, angle = 117.8925, collision = h0032B1_0000
x = 516.2239, y = 56.19999, z = 241.7349, angle = 133.5499, collision = h0032B1_0000
x = 515.3852, y = 56.19999, z = 242.4644, angle = 148.0281, collision = h0032B1_0000
x = 514.6132, y = 56.19999, z = 243.6108, angle = 149.2865, collision = h0032B1_0000
x = 513.9781, y = 56.19999, z = 244.7594, angle = 178.2148, collision = h0032B1_0000
x = 513.7714, y = 56.19999, z = 245.9384, angle = -146.7446, collision = h0032B1_0000
x = 514.426, y = 56.2, z = 246.9701, angle = -49.96634, collision = h0032B1_0000
x = 515.5235, y = 56.19999, z = 246.2917, angle = 14.21726, collision = h0032B1_0000
x = 515.4042, y = 56.19999, z = 245.2505, angle = 18.48363, collision = h0032B1_0000
x = 517.1991, y = 56.19999, z = 242.219, angle = -98.41536, collision = h0032B1_0000
x = 518.462, y = 56.19999, z = 242.3642, angle = -115.5664, collision = h0032B1_0000
x = 519.764, y = 56.19999, z = 242.9656, angle = -112.4747, collision = h0032B1_0000
x = 520.7006, y = 56.19999, z = 243.4559, angle = -83.43023, collision = h0032B1_0000
x = 522.0781, y = 56.19999, z = 243.3934, angle = -77.14864, collision = h0032B1_0000
x = 523.3622, y = 56.19999, z = 243.0955, angle = -60.07404, collision = h0032B1_0000
x = 524.3267, y = 56.19999, z = 242.548, angle = -52.89243, collision = h0032B1_0000
x = 527.6047, y = 56.19999, z = 240.8039, angle = -100.7304, collision = h0032B1_0000
x = 528.9409, y = 56.19999, z = 241.0509, angle = -110.8654, collision = h0032B1_0000
x = 530.212, y = 56.19999, z = 241.528, angle = -123.7192, collision = h0032B1_0000
x = 532.1821, y = 56.19999, z = 243.0607, angle = -156.4698, collision = h0032B1_0000
x = 531.9607, y = 56.40113, z = 244.994, angle = 79.61565, collision = h0032B1_0000
x = 530.691, y = 56.34995, z = 244.8542, angle = 92.31022, collision = h0032B1_0000
x = 529.2579, y = 56.37273, z = 244.9164, angle = 92.19247, collision = h0032B1_0000
x = 528.192, y = 56.38789, z = 244.9578, angle = 91.80287, collision = h0032B1_0000
x = 526.8059, y = 56.40407, z = 245.002, angle = 90.88245, collision = h0032B1_0000
x = 525.4736, y = 56.37772, z = 245.0248, angle = 89.54842, collision = h0032B1_0000
x = 524.3693, y = 56.19999, z = 245.0223, angle = 89.81926, collision = h0032B1_0000
x = 522.9718, y = 56.19999, z = 245.0226, angle = 87.92449, collision = h0032B1_0000
x = 521.6624, y = 56.19999, z = 244.9787, angle = 82.26081, collision = h0032B1_0000
x = 520.4486, y = 56.19999, z = 244.8516, angle = 75.78224, collision = h0032B1_0000
x = 519.2028, y = 56.19999, z = 244.5467, angle = 78.84259, collision = h0032B1_0000
x = 517.7912, y = 56.19999, z = 244.2621, angle = 83.44437, collision = h0032B1_0000
x = 516.737, y = 56.19999, z = 244.1304, angle = 87.28248, collision = h0032B1_0000
x = 516.8688, y = 56.2, z = 247.0882, angle = -88.84385, collision = h0032B1_0000
x = 518.1595, y = 56.2, z = 247.0605, angle = -88.54349, collision = h0032B1_0000
x = 519.5991, y = 56.2, z = 247.0244, angle = -87.09527, collision = h0032B1_0000
x = 520.6628, y = 56.2, z = 246.9755, angle = -84.89149, collision = h0032B1_0000
x = 522.088, y = 56.2, z = 246.8738, angle = -91.35069, collision = h0032B1_0000
x = 523.3798, y = 56.2, z = 246.8668, angle = -89.26087, collision = h0032B1_0000
x = 524.5333, y = 56.2, z = 246.8497, angle = -89.67085, collision = h0032B1_0000
x = 525.8793, y = 56.46608, z = 246.844, angle = -93.54597, collision = h0032B1_0000
x = 527.2244, y = 56.75958, z = 246.9198, angle = -89.72314, collision = h0032B1_0000
x = 528.3721, y = 57.01, z = 246.9913, angle = -79.46152, collision = h0032B1_0000
x = 529.6579, y = 57.05439, z = 246.7592, angle = -86.98685, collision = h0032B1_0000
x = 531.0849, y = 57.01114, z = 246.6595, angle = -93.22424, collision = h0032B1_0000
x = 532.161, y = 57.02518, z = 246.6961, angle = -102.7351, collision = h0032B1_0000
x = 533.0917, y = 57.07836, z = 248.8527, angle = 93.97013, collision = h0032B1_0000
x = 531.7181, y = 57.07836, z = 248.8778, angle = 76.24097, collision = h0032B1_0000
x = 530.6172, y = 57.07835, z = 248.6481, angle = 93.70825, collision = h0032B1_0000
x = 529.3066, y = 57.07835, z = 248.6873, angle = 93.26914, collision = h0032B1_0000
x = 527.9017, y = 56.90788, z = 248.7688, angle = 92.93065, collision = h0032B1_0000
x = 526.8098, y = 56.66967, z = 248.8208, angle = 92.07784, collision = h0032B1_0000
x = 525.3687, y = 56.35501, z = 248.8715, angle = 90.36313, collision = h0032B1_0000
x = 524.0886, y = 56.2, z = 248.8817, angle = 89.29965, collision = h0032B1_0000
x = 522.8873, y = 56.2, z = 248.8648, angle = 85.91124, collision = h0032B1_0000
x = 521.5883, y = 56.2, z = 248.8014, angle = 90.93871, collision = h0032B1_0000
x = 520.1889, y = 56.2, z = 248.8173, angle = 90.31413, collision = h0032B1_0000
x = 518.8698, y = 56.2, z = 248.8267, angle = 90.4512, collision = h0032B1_0000
x = 517.7546, y = 56.2, z = 248.8314, angle = 92.19025, collision = h0032B1_0000
x = 516.3698, y = 56.2, z = 248.8799, angle = 101.8378, collision = h0032B1_0000
x = 515.2985, y = 56.2, z = 249.0703, angle = 117.9237, collision = h0032B1_0000
x = 514.0056, y = 56.2, z = 249.6629, angle = 152.6348, collision = h0032B1_0000
x = 513.3812, y = 56.2, z = 250.7619, angle = -137.3076, collision = h0032B1_0000
x = 514.1125, y = 56.2, z = 251.8749, angle = -85.71961, collision = h0032B1_0000
x = 515.1611, y = 56.2, z = 251.9048, angle = -86.05872, collision = h0032B1_0000
x = 516.5601, y = 56.2, z = 251.7674, angle = -90.2271, collision = h0032B1_0000
x = 517.6387, y = 56.2, z = 251.7733, angle = -90.03542, collision = h0032B1_0000
x = 518.9998, y = 56.2, z = 251.7745, angle = -88.0163, collision = h0032B1_0000
x = 520.3583, y = 56.2, z = 251.7344, angle = -84.34521, collision = h0032B1_0000
x = 521.6892, y = 56.2, z = 251.6266, angle = -95.65087, collision = h0032B1_0000
x = 522.8589, y = 56.2, z = 251.7285, angle = -92.04453, collision = h0032B1_0000
x = 524.1566, y = 56.2, z = 251.7841, angle = -93.94698, collision = h0032B1_0000
x = 525.5913, y = 56.40392, z = 251.8768, angle = -96.71999, collision = h0032B1_0000
x = 526.6548, y = 56.63676, z = 251.9937, angle = -99.64539, collision = h0032B1_0000
x = 528.0737, y = 56.94639, z = 252.2016, angle = -71.89452, collision = h0032B1_0000
x = 529.3177, y = 57.07841, z = 251.9004, angle = -83.98076, collision = h0032B1_0000
x = 530.4626, y = 57.0784, z = 251.6945, angle = -91.24742, collision = h0032B1_0000
x = 531.7941, y = 57.32492, z = 251.7109, angle = -101.533, collision = h0032B1_0000
x = 532.3049, y = 57.50791, z = 253.7837, angle = 71.28596, collision = h0032B1_0000
x = 531.2574, y = 57.19824, z = 253.5047, angle = 84.48707, collision = h0032B1_0000
x = 529.8349, y = 57.07843, z = 253.2872, angle = 79.72492, collision = h0032B1_0000
x = 528.5732, y = 57.0556, z = 253.0741, angle = 89.08842, collision = h0032B1_0000
x = 527.3838, y = 56.79609, z = 253.0164, angle = 89.43029, collision = h0032B1_0000
x = 526.074, y = 56.50984, z = 252.9979, angle = 89.98543, collision = h0032B1_0000
x = 524.6859, y = 56.20525, z = 253, angle = 86.30933, collision = h0032B1_0000
x = 523.5751, y = 56.2, z = 252.9467, angle = 93.89899, collision = h0032B1_0000
x = 522.2541, y = 56.2, z = 252.9733, angle = 95.20926, collision = h0032B1_0000
x = 520.8634, y = 56.2, z = 253.0982, angle = 95.23202, collision = h0032B1_0000
x = 519.7765, y = 56.2, z = 253.1959, angle = 85.83211, collision = h0032B1_0000
x = 518.3396, y = 56.2, z = 253.1207, angle = 86.52957, collision = h0032B1_0000
x = 517.0593, y = 56.2, z = 253.037, angle = 89.43339, collision = h0032B1_0000
x = 515.8501, y = 56.2, z = 253.0285, angle = 125.7494, collision = h0032B1_0000
x = 514.8707, y = 56.2, z = 253.7281, angle = -146.6112, collision = h0032B1_0000
x = 515.493, y = 56.2, z = 254.9173, angle = -112.7025, collision = h0032B1_0000
x = 516.4535, y = 56.2, z = 255.4185, angle = -102.5846, collision = h0032B1_0000
x = 517.7581, y = 56.2, z = 255.734, angle = -96.70815, collision = h0032B1_0000
x = 519.1246, y = 56.2, z = 255.8573, angle = -82.58741, collision = h0032B1_0000
x = 520.2068, y = 56.2, z = 255.7593, angle = -80.56329, collision = h0032B1_0000
x = 521.6179, y = 56.2, z = 255.5207, angle = -79.37938, collision = h0032B1_0000
x = 522.8881, y = 56.2, z = 255.2846, angle = -83.15237, collision = h0032B1_0000
x = 524.1018, y = 56.2, z = 255.1276, angle = -84.61504, collision = h0032B1_0000
x = 525.3756, y = 56.35664, z = 254.9919, angle = -86.24872, collision = h0032B1_0000
x = 526.8021, y = 56.66964, z = 254.9009, angle = -92.24016, collision = h0032B1_0000
x = 527.8726, y = 56.90327, z = 254.921, angle = -98.44959, collision = h0032B1_0000
x = 529.2355, y = 57.07846, z = 255.1003, angle = -87.75833, collision = h0032B1_0000
x = 530.5765, y = 57.07846, z = 255.1101, angle = -95.7543, collision = h0032B1_0000
x = 531.6677, y = 57.31873, z = 255.1602, angle = -105.2419, collision = h0032B1_0000
x = 532.6138, y = 57.42858, z = 258.0067, angle = 69.63425, collision = h0032B1_0000
x = 531.5892, y = 57.29582, z = 257.7341, angle = 88.703, collision = h0032B1_0000
x = 530.204, y = 57.07851, z = 257.6394, angle = 93.36459, collision = h0032B1_0000
x = 528.8873, y = 57.07851, z = 257.7186, angle = 89.77767, collision = h0032B1_0000
x = 527.7727, y = 56.88229, z = 257.7376, angle = 100.6957, collision = h0032B1_0000
x = 526.4028, y = 56.58207, z = 257.9211, angle = 103.1109, collision = h0032B1_0000
x = 525.1183, y = 56.30024, z = 258.1932, angle = 95.34184, collision = h0032B1_0000
x = 523.9106, y = 56.2, z = 258.3051, angle = 94.67838, collision = h0032B1_0000
x = 522.6292, y = 56.2, z = 258.4187, angle = 94.71751, collision = h0032B1_0000
x = 521.1918, y = 56.2, z = 258.5364, angle = 94.15535, collision = h0032B1_0000
x = 519.9153, y = 56.2, z = 258.6305, angle = 92.29942, collision = h0032B1_0000
x = 518.715, y = 56.2, z = 258.6985, angle = 85.75922, collision = h0032B1_0000
x = 517.4174, y = 56.2, z = 258.6357, angle = 100.8636, collision = h0032B1_0000
x = 516.2902, y = 56.2, z = 258.769, angle = 111.5024, collision = h0032B1_0000
x = 515.0181, y = 56.2, z = 259.2422, angle = 123.1858, collision = h0032B1_0000
x = 513.8917, y = 56.2, z = 259.9546, angle = 137.8457, collision = h0032B1_0000
x = 512.9734, y = 56.2, z = 260.9741, angle = 170.5138, collision = h0032B1_0000
x = 512.7249, y = 56.2, z = 262.0292, angle = -172.6899, collision = h0032B1_0000
x = 517.9055, y = 56.20001, z = 267.0432, angle = -29.56973, collision = h0032B1_0000
x = 518.6855, y = 56.20001, z = 265.8502, angle = -14.00914, collision = h0032B1_0000
x = 518.9937, y = 56.20001, z = 264.8355, angle = -8.686921, collision = h0032B1_0000
x = 519.2404, y = 56.20001, z = 263.4437, angle = -4.606348, collision = h0032B1_0000
x = 519.3517, y = 56.2, z = 262.1443, angle = -28.88516, collision = h0032B1_0000
x = 519.7322, y = 56.2, z = 261.0964, angle = -36.47997, collision = h0032B1_0000
x = 520.5462, y = 56.2, z = 259.9997, angle = -53.9475, collision = h0032B1_0000
x = 523.8969, y = 56.2, z = 259.42, angle = -133.8593, collision = h0032B1_0000
x = 524.9473, y = 56.26273, z = 260.3947, angle = -142.0912, collision = h0032B1_0000
x = 525.6035, y = 56.40673, z = 261.2336, angle = -84.92153, collision = h0032B1_0000
x = 526.9696, y = 56.7065, z = 261.2741, angle = -52.75019, collision = h0032B1_0000
x = 528.0446, y = 56.94346, z = 260.5742, angle = -55.27846, collision = h0032B1_0000
x = 528.9958, y = 57.07854, z = 259.9108, angle = -111.1657, collision = h0032B1_0000
x = 530.2264, y = 57.07855, z = 260.1775, angle = -140.7782, collision = h0032B1_0000
x = 531.1087, y = 57.07857, z = 261.2034, angle = -154.2572, collision = h0032B1_0000
x = 531.665, y = 57.07858, z = 262.2014, angle = -164.8514, collision = h0032B1_0000
x = 532.0178, y = 56.96698, z = 263.4613, angle = -165.2484, collision = h0032B1_0000
x = 532.3806, y = 56.46284, z = 264.8378, angle = -161.442, collision = h0032B1_0000
x = 533.6458, y = 56.20001, z = 267.7015, angle = -139.4703, collision = h0032B1_0000
