x = 87.86724, y = 13.22756, z = 118.8088, angle = -178.0423, collision = h0001B0_0000
x = 95.82931, y = 41, z = 313.5402, angle = -43.93179, collision = h0033B0_0000
x = 98.72263, y = 40.99999, z = 313.8635, angle = -72.98755, collision = h0033B0_0000
x = 99.84847, y = 41, z = 314.0251, angle = -138.2947, collision = h0033B0_0000
x = 100.4825, y = 41, z = 314.8788, angle = -105.77, collision = h0033B0_0000
x = 101.8381, y = 40.91363, z = 315.2285, angle = -94.54967, collision = h0032B0_0000
x = 102.7598, y = 40.38695, z = 315.2174, angle = -74.05839, collision = h0032B0_0000
x = 104.1569, y = 40.03875, z = 314.9196, angle = -83.7601, collision = h0032B0_0000
x = 105.0472, y = 40.06843, z = 315.9057, angle = -91.64233, collision = h0032B0_0000
x = 106.3647, y = 40.10613, z = 316.0267, angle = -74.20641, collision = h0032B0_0000
x = 107.7613, y = 40.12941, z = 315.7349, angle = -90.77626, collision = h0032B0_0000
x = 109.1941, y = 40.1468, z = 315.7421, angle = -88.64128, collision = h0032B0_0000
x = 110.4705, y = 40.12554, z = 315.7124, angle = -88.20207, collision = h0032B0_0000
x = 111.9028, y = 40.10167, z = 315.6706, angle = -96.15889, collision = h0032B0_0000
x = 113.3288, y = 40.05589, z = 315.7997, angle = -95.24187, collision = h0032B0_0000
x = 114.7554, y = 40.00834, z = 315.9335, angle = -93.97361, collision = h0032B0_0000
x = 116.1851, y = 40.00001, z = 316.029, angle = -92.48755, collision = h0032B0_0000
x = 117.4516, y = 40.00001, z = 316.0826, angle = -91.34401, collision = h0032B0_0000
x = 118.8842, y = 40.02966, z = 316.1126, angle = -90.07614, collision = h0032B0_0000
x = 120.3171, y = 40.07742, z = 316.111, angle = -88.81767, collision = h0032B0_0000
x = 121.7486, y = 40.11305, z = 316.0621, angle = -73.6974, collision = h0032B0_0000
x = 122.3932, y = 40.12423, z = 315.1923, angle = 6.635638, collision = h0032B0_0000
x = 122.0184, y = 40.11801, z = 314.0519, angle = 105.34, collision = h0032B0_0000
x = 120.7524, y = 40.09194, z = 314.4392, angle = 101.5416, collision = h0032B0_0000
x = 119.4599, y = 40.04885, z = 314.6884, angle = 60.33519, collision = h0032B0_0000
x = 118.2171, y = 40.00742, z = 313.9917, angle = 80.43355, collision = h0032B0_0000
x = 116.8505, y = 40.00001, z = 313.75, angle = 89.60571, collision = h0032B0_0000
x = 115.5759, y = 40.00001, z = 313.7948, angle = 102.1476, collision = h0032B0_0000
x = 114.1768, y = 40.02762, z = 314.103, angle = 100.6969, collision = h0032B0_0000
x = 112.7745, y = 40.07436, z = 314.3968, angle = 109.0105, collision = h0032B0_0000
x = 108.6606, y = 40.14439, z = 314.593, angle = 68.20949, collision = h0032B0_0000
x = 107.4819, y = 40.12475, z = 314.1267, angle = 86.28606, collision = h0032B0_0000
x = 106.0711, y = 40.10124, z = 313.9752, angle = 93.8326, collision = h0032B0_0000
x = 99.83967, y = 40.99999, z = 316.1857, angle = 179.0748, collision = h0033B0_0000
x = 98.41013, y = 40.99997, z = 317.95, angle = 103.7404, collision = h0033B0_0000
x = 100.4016, y = 50.59997, z = 319.0112, angle = 162.7314, collision = h0033B0_0000
x = 108.4524, y = 63.62426, z = 296.5502, angle = -113.9358, collision = h0035B0_0000
x = 108.0208, y = 63, z = 297.662, angle = -170.8922, collision = h0035B0_0000
x = 109.3907, y = 63, z = 298.1189, angle = -86.96889, collision = h0035B0_0000
x = 110.8187, y = 63, z = 298.0068, angle = -95.58015, collision = h0035B0_0000
x = 112.2406, y = 63, z = 298.1733, angle = -96.96703, collision = h0035B0_0000
x = 113.5093, y = 63, z = 298.2983, angle = -86.0107, collision = h0035B0_0000
x = 114.9377, y = 63, z = 298.1883, angle = -75.03522, collision = h0035B0_0000
x = 116.3003, y = 63, z = 297.7687, angle = -54.09826, collision = h0035B0_0000
x = 117.413, y = 63.21846, z = 296.8814, angle = -10.96646, collision = h0035B0_0000
x = 117.814, y = 63, z = 295.5201, angle = -13.98461, collision = h0035B0_0000
x = 118.1652, y = 63, z = 294.131, angle = -14.38423, collision = h0035B0_0000
x = 118.2594, y = 62.99999, z = 291.9571, angle = -3.530894, collision = h0035B0_0000
x = 118.2379, y = 62.99999, z = 290.5281, angle = 16.83771, collision = h0035B0_0000
x = 117.7521, y = 62.99999, z = 289.1979, angle = 86.78297, collision = h0035B0_0000
x = 116.9512, y = 63.71749, z = 289.0536, angle = 169.5824, collision = h0035B0_0000
x = 116.7158, y = 63.72038, z = 290.3776, angle = -153.2409, collision = h0035B0_0000
x = 117.3407, y = 63.56728, z = 291.6562, angle = 177.9825, collision = h0035B0_0000
x = 117.451, y = 63.34822, z = 292.9059, angle = -164.9352, collision = h0035B0_0000
x = 117.2545, y = 63.57988, z = 294.7009, angle = 103.3316, collision = h0035B0_0000
x = 116.0027, y = 63.67621, z = 294.6336, angle = 5.631942, collision = h0035B0_0000
x = 116.2271, y = 63.63517, z = 293.5222, angle = -86.69225, collision = h0035B0_0000
x = 116.9469, y = 63.57853, z = 295.9637, angle = 103.1406, collision = h0035B0_0000
x = 115.5714, y = 63.66895, z = 296.2151, angle = 84.35376, collision = h0035B0_0000
x = 114.1454, y = 63.66316, z = 296.0759, angle = 91.8157, collision = h0035B0_0000
x = 112.7141, y = 63.6862, z = 296.0959, angle = 98.96076, collision = h0035B0_0000
x = 111.3041, y = 63.72816, z = 296.3372, angle = 97.76797, collision = h0035B0_0000
x = 109.8819, y = 63.69274, z = 296.4883, angle = 84.91553, collision = h0035B0_0000
x = 107.4613, y = 63.72398, z = 295.7283, angle = 8.214791, collision = h0035B0_0000
x = 107.323, y = 63.7253, z = 294.3154, angle = -11.63922, collision = h0035B0_0000
x = 107.4226, y = 63.37373, z = 292.9026, angle = 9.378847, collision = h0035B0_0000
x = 107.1373, y = 63.28675, z = 291.5089, angle = 14.67489, collision = h0035B0_0000
x = 106.9232, y = 63.7422, z = 290.1046, angle = -4.790449, collision = h0035B0_0000
x = 106.947, y = 63.72161, z = 288.8311, angle = 17.95556, collision = h0035B0_0000
x = 106.1857, y = 62.99999, z = 287.7564, angle = 69.39937, collision = h0035B0_0000
x = 105.4307, y = 62.99999, z = 286.2529, angle = -65.16272, collision = h0035B0_0000
x = 106.7514, y = 62.99999, z = 285.7712, angle = -142.5528, collision = h0035B0_0000
x = 107.0638, y = 63.50383, z = 286.416, angle = -164.3225, collision = h0035B0_0000
x = 107.1028, y = 63.66305, z = 287.7424, angle = -174.2389, collision = h0035B0_0000
x = 107.9536, y = 63.97335, z = 287.0689, angle = 3.157829, collision = h0035B0_0000
x = 107.9181, y = 63.97335, z = 285.6438, angle = -8.136271, collision = h0035B0_0000
x = 108.081, y = 63.97335, z = 284.2212, angle = -5.92758, collision = h0035B0_0000
x = 107.9662, y = 63.97335, z = 282.9401, angle = 16.69037, collision = h0035B0_0000
x = 107.9805, y = 63.97335, z = 288.3453, angle = -125.9829, collision = h0035B0_0000
x = 108.5247, y = 63.37827, z = 289.2137, angle = -166.8136, collision = h0035B0_0000
x = 108.7467, y = 62.84972, z = 290.1428, angle = -168.3632, collision = h0035B0_0000
x = 109.0314, y = 62.76629, z = 291.5471, angle = -169.4473, collision = h0035B0_0000
x = 109.5873, y = 62.74114, z = 292.812, angle = -129.8328, collision = h0035B0_0000
x = 110.5657, y = 62.72054, z = 293.6179, angle = -113.1961, collision = h0035B0_0000
x = 111.8679, y = 62.766, z = 294.1773, angle = -84.66222, collision = h0035B0_0000
x = 110.93, y = 62.76567, z = 294.563, angle = 88.72794, collision = h0035B0_0000
x = 109.4989, y = 62.72583, z = 294.5756, angle = 84.04539, collision = h0035B0_0000
x = 95.86681, y = 73.0504, z = 272.0116, angle = -3.317464, collision = h0022B0_0000
x = 95.94248, y = 73.0157, z = 270.6235, angle = -2.533577, collision = h0022B0_0000
x = 95.99706, y = 73.00001, z = 269.3857, angle = -2.732472, collision = h0022B0_0000
x = 96.05175, y = 73.00001, z = 268.2261, angle = 3.418605, collision = h0022B0_0000
x = 96.01273, y = 73.02557, z = 266.9819, angle = 1.765932, collision = h0022B0_0000
x = 95.97157, y = 73.05911, z = 265.6404, angle = -0.1931714, collision = h0022B0_0000
x = 95.95811, y = 73.09108, z = 264.3618, angle = 0.4682505, collision = h0022B0_0000
x = 95.9545, y = 73.12358, z = 263.0621, angle = 0.1587609, collision = h0022B0_0000
x = 95.95119, y = 73.14572, z = 261.7386, angle = 0.2594925, collision = h0022B0_0000
x = 95.94566, y = 73.12466, z = 260.4745, angle = -0.1092557, collision = h0022B0_0000
x = 95.93952, y = 73.10188, z = 259.1083, angle = 4.552321, collision = h0038B0_0000
x = 95.85076, y = 73.05288, z = 257.8854, angle = 11.45487, collision = h0038B0_0000
x = 95.7398, y = 73.00294, z = 256.5703, angle = 12.3047, collision = h0038B0_0000
x = 95.57606, y = 73.00002, z = 255.3176, angle = -20.08261, collision = h0038B0_0000
x = 96.28268, y = 73.00002, z = 254.166, angle = -87.38208, collision = h0038B0_0000
x = 97.12708, y = 73.00002, z = 254.7929, angle = -122.0606, collision = h0038B0_0000
x = 98.21494, y = 73.00002, z = 255.35, angle = -82.47118, collision = h0038B0_0000
x = 99.64124, y = 73.00001, z = 255.2391, angle = -88.23126, collision = h0038B0_0000
x = 101.0735, y = 73.00001, z = 255.1948, angle = -88.23976, collision = h0038B0_0000
x = 102.501, y = 73.00001, z = 255.1001, angle = -81.09437, collision = h0038B0_0000
x = 103.9166, y = 73.00001, z = 254.8808, angle = -81.09448, collision = h0038B0_0000
x = 105.4077, y = 73.00001, z = 254.7087, angle = -92.45532, collision = h0038B0_0000
x = 106.6875, y = 73.00001, z = 254.7537, angle = -92.3662, collision = h0038B0_0000
x = 107.7835, y = 73.00001, z = 254.7989, angle = -92.97887, collision = h0038B0_0000
x = 109.0409, y = 73.00001, z = 254.863, angle = -93.87344, collision = h0038B0_0000
x = 110.4244, y = 73.00001, z = 254.9564, angle = -95.30062, collision = h0038B0_0000
x = 111.6486, y = 73.00001, z = 255.0636, angle = -95.8454, collision = h0038B0_0000
x = 113.1103, y = 73.00001, z = 255.2119, angle = -96.73217, collision = h0038B0_0000
x = 114.158, y = 73.00001, z = 255.333, angle = -96.73217, collision = h0038B0_0000
x = 115.3848, y = 73.00001, z = 255.2662, angle = -82.21854, collision = h0038B0_0000
x = 116.7832, y = 73.00001, z = 255.0728, angle = -95.06476, collision = h0038B0_0000
x = 117.8331, y = 73.00001, z = 255.076, angle = -97.06906, collision = h0038B0_0000
x = 119.1628, y = 73.00001, z = 255.243, angle = -90.97427, collision = h0038B0_0000
x = 120.4189, y = 73.00001, z = 255.3171, angle = -89.30399, collision = h0038B0_0000
x = 121.4941, y = 73.00001, z = 255.3098, angle = -89.42813, collision = h0039B0_0000
x = 122.8227, y = 73.00001, z = 255.2093, angle = -88.93991, collision = h0039B0_0000
x = 124.079, y = 73.00001, z = 255.1869, angle = -88.60192, collision = h0039B0_0000
x = 125.4592, y = 73.00001, z = 255.154, angle = -91.47664, collision = h0039B0_0000
x = 126.7007, y = 73.00001, z = 255.1962, angle = -99.91444, collision = h0039B0_0000
x = 128.0735, y = 73.00001, z = 255.4369, angle = -96.83894, collision = h0039B0_0000
x = 129.2918, y = 73.00001, z = 255.6138, angle = -86.74906, collision = h0039B0_0000
x = 130.669, y = 73.00001, z = 255.5931, angle = -82.98145, collision = h0039B0_0000
x = 131.9007, y = 73.00001, z = 255.4404, angle = -84.06299, collision = h0039B0_0000
x = 132.9855, y = 73.00001, z = 255.3201, angle = -82.96021, collision = h0039B0_0000
x = 134.2869, y = 73.00001, z = 255.1628, angle = -88.46253, collision = h0039B0_0000
x = 135.5561, y = 73.00001, z = 255.0928, angle = -87.82894, collision = h0039B0_0000
x = 136.9069, y = 73.00001, z = 255.0431, angle = -87.09631, collision = h0039B0_0000
x = 138.1629, y = 73.00001, z = 254.9752, angle = -23.59194, collision = h0039B0_0000
x = 133.3973, y = 73.00001, z = 254.3016, angle = 92.20025, collision = h0039B0_0000
x = 132.1629, y = 73.00001, z = 254.3526, angle = 95.43879, collision = h0039B0_0000
x = 130.7784, y = 73.00001, z = 254.4831, angle = 95.88577, collision = h0039B0_0000
x = 129.5521, y = 73.00001, z = 254.6073, angle = 96.36208, collision = h0039B0_0000
x = 94.32027, y = 73.00002, z = 254.9057, angle = 87.1338, collision = h0038B0_0000
x = 93.03464, y = 73.00001, z = 254.8449, angle = 86.5217, collision = h0039B0_0000
x = 91.74637, y = 73.00001, z = 254.7665, angle = 86.97671, collision = h0039B0_0000
x = 90.41567, y = 73.00001, z = 254.7249, angle = 93.77213, collision = h0039B0_0000
x = 89.15627, y = 73.00001, z = 254.8063, angle = 94.03324, collision = h0039B0_0000
x = 87.98369, y = 73.00001, z = 254.8878, angle = 94.40634, collision = h0039B0_0000
x = 86.75488, y = 73.00001, z = 254.9802, angle = 91.3914, collision = h0039B0_0000
x = 85.37, y = 73.00001, z = 255.0229, angle = 91.93266, collision = h0039B0_0000
x = 84.13313, y = 73.00001, z = 255.0637, angle = 92.37991, collision = h0039B0_0000
x = 83.08502, y = 73.11961, z = 255.1069, angle = 93.4825, collision = h0039B0_0000
x = 81.90813, y = 73.19999, z = 255.0654, angle = 59.36386, collision = h0023B0_0000
x = 81.19705, y = 73.19998, z = 254.29, angle = -3.072779, collision = h0023B0_0000
x = 81.36015, y = 73.19998, z = 253.2364, angle = 2.551991, collision = h0023B0_0000
x = 81.34526, y = 73.19998, z = 251.8158, angle = 13.66739, collision = h0023B0_0000
x = 80.97508, y = 73.19997, z = 250.4443, angle = 62.32117, collision = h0023B0_0000
x = 79.75688, y = 73.19997, z = 249.7566, angle = 67.6477, collision = h0023B0_0000
x = 78.48765, y = 73.19997, z = 250.3182, angle = 104.3306, collision = h0023B0_0000
x = 77.10596, y = 73.19998, z = 250.6659, angle = 91.86742, collision = h0023B0_0000
x = 75.67645, y = 73.19998, z = 250.7493, angle = 86.6896, collision = h0023B0_0000
x = 74.26643, y = 73.19997, z = 250.5761, angle = 74.49138, collision = h0023B0_0000
x = 72.86576, y = 73.19997, z = 250.3177, angle = 114.3032, collision = h0023B0_0000
x = 71.8562, y = 73.2736, z = 250.6324, angle = 163.3776, collision = h0023B0_0000
x = 71.65712, y = 73.19999, z = 251.7158, angle = 166.6461, collision = h0023B0_0000
x = 71.65605, y = 73.19999, z = 252.9279, angle = -168.4736, collision = h0023B0_0000
x = 71.79428, y = 73.19999, z = 254.3435, angle = 169.4601, collision = h0023B0_0000
x = 71.56886, y = 73.2, z = 255.7575, angle = 177.3698, collision = h0023B0_0000
x = 71.55655, y = 73.2, z = 257.1861, angle = -161.4659, collision = h0023B0_0000
x = 71.73745, y = 73.19999, z = 258.5185, angle = -136.6618, collision = h0023B0_0000
x = 72.67251, y = 73.19997, z = 259.42, angle = -109.9504, collision = h0023B0_0000
x = 73.65069, y = 73.19997, z = 259.7018, angle = -83.80948, collision = h0023B0_0000
x = 75.07873, y = 73.19997, z = 259.6165, angle = -108.4873, collision = h0023B0_0000
x = 76.45117, y = 73.19997, z = 260.0218, angle = -101.0199, collision = h0023B0_0000
x = 77.85703, y = 73.19997, z = 260.2988, angle = -87.82053, collision = h0023B0_0000
x = 79.26908, y = 73.19997, z = 260.1875, angle = -61.15437, collision = h0023B0_0000
x = 80.47912, y = 73.19997, z = 259.4395, angle = -35.67547, collision = h0023B0_0000
x = 81.32782, y = 73.19999, z = 258.3739, angle = -7.180687, collision = h0023B0_0000
x = 81.41312, y = 73.2, z = 257.1191, angle = 21.56281, collision = h0023B0_0000
x = 81.126, y = 73.19999, z = 256.1262, angle = 5.460968, collision = h0023B0_0000
x = 80.35646, y = 73.19998, z = 254.8608, angle = 73.87643, collision = h0023B0_0000
x = 79.96334, y = 73.19998, z = 251.0404, angle = 128.9314, collision = h0023B0_0000
x = 78.82816, y = 73.19998, z = 251.6469, angle = 93.70721, collision = h0023B0_0000
x = 77.5914, y = 73.19998, z = 251.6991, angle = 84.5964, collision = h0023B0_0000
x = 72.81637, y = 73.19998, z = 254.7365, angle = -143.142, collision = h0023B0_0000
x = 74.34489, y = 73.19997, z = 258.8399, angle = -57.08281, collision = h0023B0_0000
x = 75.55949, y = 73.19997, z = 258.0803, angle = -93.43794, collision = h0023B0_0000
x = 76.94732, y = 73.19997, z = 258.2375, angle = -123.059, collision = h0023B0_0000
x = 78.20178, y = 73.19997, z = 258.9222, angle = -105.1042, collision = h0023B0_0000
x = 80.34088, y = 73.19998, z = 253.773, angle = -33.81069, collision = h0023B0_0000
x = 70.9527, y = 73.79134, z = 250.4808, angle = 101.9555, collision = h0023B0_0000
x = 69.69357, y = 74.20001, z = 250.2886, angle = 46.61172, collision = h0024B0_0000
x = 68.61425, y = 74.20001, z = 250.0237, angle = 135.3028, collision = h0024B0_0000
x = 67.79467, y = 74.2, z = 250.9038, angle = 151.2999, collision = h0024B0_0000
x = 67.05043, y = 74.6276, z = 251.8132, angle = 133.5795, collision = h0024B0_0000
x = 66.03254, y = 74.8732, z = 252.243, angle = 34.78534, collision = h0024B0_0000
x = 66.06645, y = 74.35066, z = 251.3286, angle = -37.56704, collision = h0024B0_0000
x = 66.80245, y = 74.20001, z = 250.2497, angle = -40.83548, collision = h0024B0_0000
x = 67.02986, y = 74.20001, z = 249.0213, angle = -3.10846, collision = h0024B0_0000
x = 66.19675, y = 75.50287, z = 253.3449, angle = -163.1103, collision = h0024B0_0000
x = 66.25, y = 76.02841, z = 254.2646, angle = 179.9499, collision = h0024B0_0000
x = 66.21492, y = 76.75033, z = 255.528, angle = 176.5467, collision = h0024B0_0000
x = 66.16309, y = 77.29536, z = 256.4818, angle = -174.2715, collision = h0024B0_0000
x = 66.23693, y = 77.83913, z = 257.4334, angle = -172.8291, collision = h0024B0_0000
x = 66.40711, y = 78.2, z = 258.7422, angle = 174.8662, collision = h0024B0_0000
x = 66.31888, y = 78.2, z = 259.8413, angle = 170.8916, collision = h0024B0_0000
x = 67.56974, y = 78.2, z = 259.8013, angle = -136.5551, collision = h0024B0_0000
x = 67.73273, y = 78.61113, z = 260.9345, angle = 175.9042, collision = h0024B0_0000
x = 67.57726, y = 79.00002, z = 262.077, angle = -179.9377, collision = h0024B0_0000
x = 67.60416, y = 79.00001, z = 263.2693, angle = 179.6905, collision = h0024B0_0000
x = 67.59333, y = 79, z = 264.7018, angle = 177.5797, collision = h0024B0_0000
x = 67.59925, y = 79, z = 266.1328, angle = -176.937, collision = h0024B0_0000
x = 67.67274, y = 79, z = 267.5634, angle = -177.672, collision = h0024B0_0000
x = 67.7358, y = 79, z = 268.9948, angle = 177.3736, collision = h0024B0_0000
x = 67.7037, y = 79, z = 270.2693, angle = 175.3008, collision = h0024B0_0000
x = 67.63185, y = 79, z = 271.6994, angle = -170.7247, collision = h0024B0_0000
x = 67.90865, y = 79, z = 273.1002, angle = -165.1528, collision = h0024B0_0000
x = 68.24419, y = 79, z = 274.4891, angle = 141.0494, collision = h0024B0_0000
x = 68.92892, y = 79, z = 275.3963, angle = -91.01662, collision = h0024B0_0000
x = 70.35505, y = 79, z = 275.3893, angle = -90.08743, collision = h0024B0_0000
x = 71.78663, y = 79, z = 275.4223, angle = -93.21963, collision = h0024B0_0000
x = 73.21711, y = 79, z = 275.5057, angle = -93.86633, collision = h0024B0_0000
x = 74.49147, y = 79, z = 275.5833, angle = -89.13175, collision = h0024B0_0000
x = 75.92426, y = 79, z = 275.5633, angle = -88.89854, collision = h0024B0_0000
