# Upper
x = -50.26352, y = -136.5, z = 50.94548, angle = -95, collision = h0001B0_0000
x = 66.57056, y = -165.9999, z = 43.09967, angle = -89.21317, collision = h0033B0_0000
x = 67.85249, y = -166, z = 43.10793, angle = -73.62804, collision = h0033B0_0000
x = 68.98378, y = -166, z = 42.82671, angle = -72.60865, collision = h0033B0_0000
x = 70.27903, y = -166, z = 42.42122, angle = -83.46401, collision = h0033B0_0000
x = 71.62244, y = -166, z = 42.21241, angle = -126.2463, collision = h0033B0_0000
x = 72.64094, y = -166, z = 43.33306, angle = 142.0908, collision = h0033B0_0000
x = 71.88799, y = -166, z = 44.48702, angle = 103.5149, collision = h0033B0_0000
x = 70.66222, y = -166, z = 44.85931, angle = 120.0818, collision = h0033B0_0000
x = 69.62423, y = -166, z = 45.21572, angle = 151.0043, collision = h0033B0_0000
x = 68.9033, y = -166, z = 46.35837, angle = 166.3212, collision = h0033B0_0000
x = 68.56998, y = -166, z = 47.64931, angle = 169.6189, collision = h0033B0_0000
x = 68.32828, y = -165.8663, z = 48.77888, angle = 146.3458, collision = h0133B0_0000
x = 67.44989, y = -165.562, z = 49.66731, angle = 136.3316, collision = h0133B0_0000
x = 66.45564, y = -165.2469, z = 50.62582, angle = 117.0958, collision = h0133B0_0000
x = 65.52488, y = -165.3143, z = 51.14615, angle = 91.33912, collision = h0133B0_0000
x = 64.21375, y = -165.5772, z = 51.19633, angle = 60.25486, collision = h0133B0_0000
x = 66.18439, y = -165, z = 51.98125, angle = -136.0487, collision = h0033B0_0000
x = 67.15814, y = -165, z = 53.08612, angle = -149.2218, collision = h0033B0_0000
x = 67.87387, y = -165, z = 54.19665, angle = -132.4435, collision = h0033B0_0000
x = 69.05975, y = -164.8154, z = 55.03725, angle = -92.74786, collision = h0133B0_0000
x = 70.35863, y = -164.8482, z = 54.99897, angle = -39.13017, collision = h0033B0_0000
x = 71.07528, y = -165, z = 53.79775, angle = -22.49289, collision = h0033B0_0000
x = 71.62003, y = -165, z = 52.64483, angle = -44.91416, collision = h0033B0_0000
x = 72.70226, y = -165, z = 51.69765, angle = -52.65853, collision = h0033B0_0000
x = 73.67445, y = -165, z = 51.31244, angle = -56.14715, collision = h0033B0_0000
x = 74.50178, y = -165, z = 50.39459, angle = -7.233403, collision = h0033B0_0000
x = 73.66732, y = -165, z = 49.63027, angle = 78.70144, collision = h0033B0_0000
x = 72.38163, y = -165.0001, z = 49.39217, angle = 69.96878, collision = h0033B0_0000
x = 71.15983, y = -165.0001, z = 48.68368, angle = 106.9604, collision = h0033B0_0000
x = 70.172, y = -165.0001, z = 49.0149, angle = -179.2642, collision = h0033B0_0000
x = 69.89341, y = -165.0001, z = 50.0719, angle = -179.0957, collision = h0033B0_0000
x = 69.71095, y = -165.0001, z = 51.28709, angle = -179.6578, collision = h0033B0_0000
x = 69.75985, y = -165, z = 52.56749, angle = 115.6349, collision = h0033B0_0000
x = 69.18006, y = -165, z = 53.44252, angle = 116.4242, collision = h0033B0_0000
x = 64.08183, y = -165.0001, z = 52.57626, angle = 150.6337, collision = h0033B0_0000
x = 63.2916, y = -165.0001, z = 53.81558, angle = 99.53264, collision = h0033B0_0000
x = 62.43289, y = -165.0001, z = 52.9892, angle = 24.05084, collision = h0033B0_0000
x = 63.18031, y = -165.0001, z = 51.78793, angle = -42.6665, collision = h0033B0_0000
x = 64.70364, y = -165.5563, z = 50.24459, angle = -33.4161, collision = h0133B0_0000
x = 62.46146, y = -165.0001, z = 50.94448, angle = 57.28456, collision = h0033B0_0000
x = 61.17836, y = -165.0001, z = 50.40481, angle = 86.48226, collision = h0033B0_0000
x = 59.9414, y = -165.0001, z = 50.37756, angle = 85.94348, collision = h0033B0_0000
x = 58.98505, y = -165.0001, z = 51.10311, angle = 102.4303, collision = h0033B0_0000
x = 57.52959, y = -165.0001, z = 51.40898, angle = 94.19106, collision = h0033B0_0000
x = 56.21117, y = -165.0001, z = 51.50746, angle = 91.5584, collision = h0033B0_0000
x = 55.00951, y = -165.0001, z = 51.7052, angle = 104.7161, collision = h0033B0_0000
x = 53.59499, y = -165.0001, z = 52.15649, angle = 135.6791, collision = h0033B0_0000
x = 52.76229, y = -165.0001, z = 52.86338, angle = 135.6791, collision = h0033B0_0000
x = 51.83161, y = -164.9159, z = 52.26846, angle = 91.49164, collision = h0133B0_0000
x = 50.75527, y = -164.934, z = 52.51748, angle = 115.215, collision = h0133B0_0000
x = 49.70377, y = -165.0001, z = 53.07423, angle = 117.4515, collision = h0033B0_0000
x = 48.77693, y = -165.0001, z = 53.58131, angle = 120.1874, collision = h0033B0_0000
x = 47.4805, y = -165.0001, z = 54.31078, angle = 101.192, collision = h0033B0_0000
x = 46.18762, y = -165.0001, z = 54.53502, angle = 93.66734, collision = h0033B0_0000
x = 44.70835, y = -165.0001, z = 54.68586, angle = 104.4126, collision = h0033B0_0000
x = 43.42997, y = -165.0001, z = 55.02182, angle = 109.4653, collision = h0033B0_0000
x = 42.36361, y = -165.0001, z = 55.47449, angle = 143.6505, collision = h0033B0_0000
x = 41.4578, y = -165.0001, z = 56.19634, angle = -160.5022, collision = h0033B0_0000
x = 41.69577, y = -165.0001, z = 57.25772, angle = -145.9689, collision = h0033B0_0000
x = 45.34352, y = -165.0001, z = 55.78027, angle = -177.05, collision = h0033B0_0000
x = 46.3, y = -165.0001, z = 56.1691, angle = -88.1706, collision = h0033B0_0000
x = 50.23786, y = -165.0001, z = 51.6043, angle = -16.29811, collision = h0033B0_0000
x = 50.53478, y = -165.0001, z = 50.51945, angle = -16.29811, collision = h0033B0_0000
x = 50.08504, y = -165.0001, z = 49.52702, angle = 21.91399, collision = h0133B0_0000
x = 49.57245, y = -164.7774, z = 48.31141, angle = 19.33689, collision = h0133B0_0000
x = 49.07704, y = -165.0001, z = 46.90825, angle = -1.460131, collision = h0033B0_0000
x = 48.99469, y = -165.0001, z = 45.60035, angle = -1.68845, collision = h0033B0_0000
x = 49.03994, y = -165.0001, z = 44.11299, angle = -1.76626, collision = h0033B0_0000
x = 48.81856, y = -164.8584, z = 42.84613, angle = 36.74524, collision = h0133B0_0000
x = 47.9381, y = -164.982, z = 41.64724, angle = 33.45621, collision = h0033B0_0000
x = 47.09863, y = -165.0001, z = 40.41962, angle = 36.23107, collision = h0033B0_0000
x = 46.32462, y = -165.0001, z = 39.34733, angle = 32.92282, collision = h0033B0_0000
x = 45.45976, y = -165.0001, z = 38.36976, angle = 34.76956, collision = h0033B0_0000
x = 44.69316, y = -165.0001, z = 37.60316, angle = 20.06286, collision = h0033B0_0000
x = 44.22896, y = -165.0001, z = 36.61293, angle = 3.776384, collision = h0033B0_0000
x = 44.00222, y = -165.0001, z = 35.51515, angle = 6.914679, collision = h0033B0_0000
x = 44.49788, y = -164.8925, z = 34.62117, angle = -108.2793, collision = h0133B0_0000
x = 45.92539, y = -165.0001, z = 34.99649, angle = -81.71162, collision = h0033B0_0000
x = 46.83587, y = -165.0001, z = 34.34953, angle = 16.36868, collision = h0033B0_0000
x = 46.36494, y = -165.0001, z = 33.11034, angle = -2.110283, collision = h0133B0_0000
x = 46.62788, y = -165.0001, z = 31.97163, angle = -49.38412, collision = h0033B0_0000
x = 45.9771, y = -164.9453, z = 31.04741, angle = 2.765831, collision = h0133B0_0000
x = 45.84647, y = -165.0001, z = 29.81763, angle = 11.1218, collision = h0033B0_0000
x = 45.69481, y = -164.8475, z = 28.62495, angle = -15.78432, collision = h0133B0_0000
x = 46.03424, y = -164.7471, z = 27.34918, angle = -27.0314, collision = h0133B0_0000
x = 47.10172, y = -164.9874, z = 27.66922, angle = -134.7604, collision = h0133B0_0000
x = 48.15956, y = -165.0001, z = 28.71392, angle = -145.2257, collision = h0033B0_0000
x = 47.99786, y = -165.0001, z = 29.83902, angle = 98.01336, collision = h0033B0_0000
x = 44.73447, y = -164.8855, z = 30.21452, angle = 92.82558, collision = h0133B0_0000
x = 43.6083, y = -165.0001, z = 30.25376, angle = 91.62665, collision = h0033B0_0000
x = 42.40138, y = -165.0001, z = 30.29197, angle = 91.88866, collision = h0033B0_0000
x = 40.98739, y = -165.0001, z = 30.34123, angle = 92.20485, collision = h0033B0_0000
x = 39.66568, y = -165.0001, z = 30.39268, angle = 92.56775, collision = h0033B0_0000
x = 38.179, y = -165.0001, z = 30.4387, angle = 85.6862, collision = h0033B0_0000
x = 36.86083, y = -165.0001, z = 30.32934, angle = 85.21696, collision = h0033B0_0000
x = 35.37833, y = -165, z = 30.20112, angle = 98.11984, collision = h0033B0_0000
x = 34.06223, y = -165, z = 30.29434, angle = 90.06351, collision = h0033B0_0000
x = 33.03607, y = -165, z = 30.28645, angle = 58.49277, collision = h0033B0_0000
x = 32.47407, y = -165, z = 29.40796, angle = 20.4971, collision = h0033B0_0000
x = 31.15517, y = -165, z = 28.9382, angle = 94.69704, collision = h0033B0_0000
x = 29.67358, y = -165, z = 29.05117, angle = 129.5505, collision = h0033B0_0000
x = 31.9425, y = -165.0001, z = 30.69201, angle = 139.1812, collision = h0033B0_0000
x = 31.06701, y = -165.0001, z = 31.4382, angle = 85.26916, collision = h0033B0_0000
x = 32.64168, y = -165.0001, z = 31.4382, angle = -79.4682, collision = h0033B0_0000
x = 47.10366, y = -165.0001, z = 30.94907, angle = -126.8484, collision = h0033B0_0000
x = 46.02607, y = -164.7993, z = 26.07578, angle = -79.7303, collision = h0133B0_0000
x = 47.26088, y = -165, z = 25.8256, angle = -90.10268, collision = h0033B0_0000
x = 48.74483, y = -165, z = 25.80926, angle = -87.23367, collision = h0133B0_0000
x = 50.05104, y = -164.9934, z = 25.6826, angle = -2.586046, collision = h0133B0_0000
x = 49.74548, y = -164.7788, z = 24.58701, angle = 106.5133, collision = h0133B0_0000
x = 48.30531, y = -165, z = 24.9013, angle = 62.23388, collision = h0033B0_0000
x = 47.11881, y = -165, z = 24.32912, angle = 34.77335, collision = h0033B0_0000
x = 46.61108, y = -165, z = 23.10142, angle = -18.76029, collision = h0033B0_0000
x = 47.17901, y = -165, z = 21.95793, angle = -88.11766, collision = h0033B0_0000
x = 48.63204, y = -165, z = 21.71916, angle = -39.16712, collision = h0033B0_0000
x = 49.2776, y = -165, z = 20.65458, angle = 41.99387, collision = h0033B0_0000
x = 48.26904, y = -165, z = 19.67537, angle = 66.38216, collision = h0033B0_0000
x = 47.10261, y = -165, z = 19.06158, angle = 27.85699, collision = h0133B0_0000
x = 46.50694, y = -164.9838, z = 17.77328, angle = -38.58459, collision = h0033B0_0000
x = 47.20957, y = -165, z = 16.68373, angle = 5.603474, collision = h0033B0_0000
x = 46.94886, y = -165, z = 15.37427, angle = 61.2826, collision = h0033B0_0000
x = 46.12243, y = -165, z = 14.47712, angle = -36.57348, collision = h0033B0_0000
x = 46.87719, y = -165, z = 13.214, angle = 4.028446, collision = h0033B0_0000
x = 47.05265, y = -165, z = 11.93229, angle = -85.10014, collision = h0033B0_0000
x = 48.33396, y = -165, z = 11.98563, angle = -159.6725, collision = h0033B0_0000
x = 48.80459, y = -165, z = 13.1885, angle = -136.3822, collision = h0033B0_0000
x = 49.74126, y = -165, z = 13.70543, angle = 10.7574, collision = h0033B0_0000
x = 48.98204, y = -165, z = 11.17174, angle = -87.47251, collision = h0033B0_0000
x = 49.60122, y = -165, z = 11.95974, angle = 150.0789, collision = h0033B0_0000
x = 49.32185, y = -165, z = 14.65096, angle = -173.7269, collision = h0033B0_0000
x = 49.49413, y = -165, z = 16.12887, angle = -171.6705, collision = h0033B0_0000
x = 49.72366, y = -165, z = 17.42903, angle = -163.9876, collision = h0133B0_0000
x = 50.07106, y = -165, z = 18.87347, angle = 166.2248, collision = h0033B0_0000
x = 49.68824, y = -165, z = 22.34735, angle = -134.4742, collision = h0033B0_0000
x = 50.84718, y = -165, z = 23.07524, angle = -62.08143, collision = h0033B0_0000
x = 51.98338, y = -165, z = 22.42522, angle = -13.28427, collision = h0034B0_0000
x = 53.24234, y = -164.7936, z = 22.649, angle = -144.176, collision = h0034B0_0000
x = 54.06155, y = -164.9113, z = 23.54708, angle = -88.39586, collision = h0033B0_0000
x = 55.17414, y = -165, z = 23.67548, angle = -64.88323, collision = h0033B0_0000
x = 56.36245, y = -165, z = 23.09575, angle = -41.97822, collision = h0033B0_0000
x = 57.28749, y = -165, z = 22.1571, angle = -42.65239, collision = h0033B0_0000
x = 58.09619, y = -165, z = 20.95485, angle = 64.02311, collision = h0033B0_0000
x = 56.92361, y = -165, z = 21.12124, angle = 133.1437, collision = h0033B0_0000
x = 55.96277, y = -165, z = 22.0244, angle = 139.524, collision = h0033B0_0000
x = 53.59834, y = -164.2579, z = 21.72113, angle = -47.67411, collision = h0034B0_0000
x = 54.63751, y = -163.4851, z = 20.82507, angle = -83.40704, collision = h0034B0_0000
x = 55.9522, y = -162.86, z = 20.50004, angle = -32.3635, collision = h0034B0_0000
x = 56.61051, y = -162.0774, z = 19.26412, angle = -14.63511, collision = h0034B0_0000
x = 56.96182, y = -161.3486, z = 17.8939, angle = -56.69782, collision = h0034B0_0000
x = 57.93571, y = -161, z = 17.00602, angle = 25.36769, collision = h0034B0_0000
x = 57.37534, y = -161, z = 16.08402, angle = 91.64381, collision = h0034B0_0000
x = 56.0869, y = -161, z = 15.94698, angle = 77.8231, collision = h0034B0_0000
x = 54.89419, y = -160.8704, z = 15.4565, angle = -93.77634, collision = h0034B0_0000
x = 59.07194, y = -161, z = 17.00958, angle = -90.20287, collision = h0034B0_0000
x = 60.31208, y = -160.8724, z = 17.28052, angle = -78.45412, collision = h0034B0_0000
x = 61.5812, y = -160.9421, z = 16.95887, angle = -82.01445, collision = h0034B0_0000
x = 62.59081, y = -161, z = 16.78598, angle = -77.5312, collision = h0034B0_0000
x = 63.85303, y = -161, z = 16.354, angle = -4.893667, collision = h0034B0_0000
x = 63.2386, y = -161, z = 15.50738, angle = 122.96, collision = h0034B0_0000
x = 61.55519, y = -161, z = 15.84561, angle = 53.63414, collision = h0034B0_0000
x = 60.3721, y = -161, z = 14.93732, angle = 33.25832, collision = h0034B0_0000
x = 59.6285, y = -160.7685, z = 13.82163, angle = -14.46123, collision = h0035B0_0000
x = 59.69234, y = -160.2486, z = 12.89634, angle = -25.2161, collision = h0035B0_0000
x = 59.99484, y = -160, z = 11.67798, angle = 15.57376, collision = h0035B0_0000
x = 59.18532, y = -160, z = 11.03805, angle = 96.85421, collision = h0035B0_0000
x = 57.89554, y = -160, z = 10.97521, angle = 70.23917, collision = h0035B0_0000
x = 56.63468, y = -160, z = 10.58266, angle = 89.96246, collision = h0035B0_0000
x = 55.31783, y = -160, z = 10.59685, angle = 64.9363, collision = h0035B0_0000
x = 53.96836, y = -160, z = 10.02471, angle = 53.51802, collision = h0035B0_0000
x = 52.94996, y = -160, z = 9.01135, angle = -29.69539, collision = h0035B0_0000
x = 53.57723, y = -160, z = 7.946361, angle = -76.58424, collision = h0035B0_0000
x = 54.87748, y = -160, z = 7.343616, angle = 0.3892661, collision = h0035B0_0000
x = 53.95237, y = -160, z = 6.280845, angle = 13.69441, collision = h0035B0_0000
x = 53.84785, y = -160, z = 4.853456, angle = -39.13136, collision = h0035B0_0000
x = 54.45013, y = -160, z = 3.707822, angle = 13.70132, collision = h0035B0_0000
x = 54.05523, y = -160, z = 2.289335, angle = 21.63953, collision = h0035B0_0000
x = 53.90401, y = -160, z = 0.9038817, angle = -0.5875875, collision = h0035B0_0000
x = 53.94614, y = -160, z = -0.2417037, angle = -8.583745, collision = h0035B0_0000
x = 54.29697, y = -160, z = -1.309102, angle = 37.69781, collision = h0035B0_0000
x = 53.54136, y = -160, z = -2.392651, angle = -5.146507, collision = h0035B0_0000
x = 53.67354, y = -160, z = -3.809123, angle = -45.12483, collision = h0035B0_0000
x = 54.66812, y = -160, z = -4.907109, angle = 30.64414, collision = h0035B0_0000
x = 54.01963, y = -160, z = -6.18073, angle = 29.77309, collision = h0035B0_0000
x = 53.42833, y = -160, z = -7.3557, angle = -8.717644, collision = h0035B0_0000
x = 53.85327, y = -160, z = -8.658873, angle = -51.07957, collision = h0035B0_0000
x = 54.78563, y = -160, z = -9.584581, angle = 5.598897, collision = h0035B0_0000
x = 54.71464, y = -160, z = -11.0044, angle = -19.14137, collision = h0035B0_0000
x = 56.02031, y = -160, z = -10.40184, angle = -133.6571, collision = h0035B0_0000
x = 56.93373, y = -159.9823, z = -9.423581, angle = -164.1613, collision = h0035B0_0000
x = 57.19287, y = -159.9606, z = -8.311285, angle = -136.2714, collision = h0035B0_0000
x = 56.94758, y = -159.9801, z = -7.282033, angle = -152.1363, collision = h0035B0_0000
x = 57.4094, y = -159.9585, z = -6.386899, angle = -137.3049, collision = h0035B0_0000
x = 58.00132, y = -159.9594, z = -5.302789, angle = -141.9834, collision = h0035B0_0000
x = 58.67407, y = -159.9501, z = -4.528579, angle = -86.37811, collision = h0035B0_0000
x = 59.98748, y = -160, z = -4.586462, angle = -68.29182, collision = h0035B0_0000
x = 60.92317, y = -160, z = -4.967342, angle = -30.55038, collision = h0035B0_0000
x = 61.60557, y = -160, z = -6.05503, angle = -31.21144, collision = h0035B0_0000
x = 62.07357, y = -160, z = -6.966464, angle = -31.64431, collision = h0035B0_0000
x = 62.77901, y = -159.9951, z = -8.118008, angle = -51.98592, collision = h0035B0_0000
x = 63.8337, y = -160, z = -8.999551, angle = -60.46093, collision = h0035B0_0000
x = 64.72852, y = -160, z = -9.51658, angle = -71.908, collision = h0035B0_0000
x = 65.98975, y = -160, z = -9.900524, angle = -123.7601, collision = h0035B0_0000
x = 66.72375, y = -160, z = -9.175066, angle = 118.9141, collision = h0035B0_0000
x = 65.54765, y = -160, z = -8.513506, angle = 119.5256, collision = h0035B0_0000
x = 64.61667, y = -160, z = -7.997998, angle = 178.7673, collision = h0035B0_0000
x = 64.52678, y = -160, z = -6.882245, angle = -168.7336, collision = h0035B0_0000
x = 66.01852, y = -160, z = -10.95976, angle = 51.92131, collision = h0035B0_0000
x = 65.0119, y = -160, z = -10.7538, angle = 139.7018, collision = h0035B0_0000
x = 63.46342, y = -160, z = -7.116504, angle = 66.75035, collision = h0035B0_0000
x = 61.6478, y = -159.9501, z = -7.897909, angle = 78.97798, collision = h0035B0_0000
x = 60.41229, y = -159.9501, z = -8.173484, angle = 132.054, collision = h0035B0_0000
x = 59.44221, y = -159.9501, z = -7.469473, angle = 166.7897, collision = h0035B0_0000
x = 59.01162, y = -159.9501, z = -6.257197, angle = -150.2354, collision = h0035B0_0000
x = 62.00736, y = -160, z = -4.877713, angle = -107.6041, collision = h0035B0_0000
x = 63.08737, y = -160, z = -4.578603, angle = -124.2055, collision = h0035B0_0000
x = 64.22122, y = -160, z = -3.976458, angle = -119.0822, collision = h0035B0_0000
x = 65.03674, y = -160, z = -3.34169, angle = -175.2753, collision = h0035B0_0000
x = 64.57131, y = -160, z = -1.647198, angle = 88.43594, collision = h0035B0_0000
x = 63.30373, y = -160, z = -1.582574, angle = 69.1696, collision = h0035B0_0000
