x = -19.71554, y = 48.91821, z = 954.4495, angle = 20, collision = h0100B0_0000
x = -22.18282, y = 54.92871, z = 896.4937, angle = 96.81815, collision = h0025B0
x = -25.43467, y = 54.84824, z = 895.0512, angle = -10.46016, collision = h0025B0
x = -25.41819, y = 54.81561, z = 893.2728, angle = 23.92274, collision = h0025B0
x = -25.86934, y = 54.7836, z = 892.3217, angle = 63.6036, collision = h0025B0
x = -27.10652, y = 54.82281, z = 891.6835, angle = 81.25954, collision = h0025B0
x = -28.40522, y = 54.90102, z = 891.5282, angle = 110.117, collision = h0025B0
x = -29.82422, y = 54.9857, z = 891.7544, angle = 54.5252, collision = h0025B0
x = -30.83969, y = 55.04142, z = 890.9767, angle = 26.21703, collision = h0025B0
x = -31.42262, y = 55.07633, z = 889.7693, angle = 11.5685, collision = h0025B0
x = -31.6197, y = 55.08908, z = 888.4165, angle = -48.68301, collision = h0025B0
x = -30.86779, y = 54.98836, z = 887.6064, angle = -52.11285, collision = h0025B0
x = -29.81022, y = 55.01334, z = 886.83, angle = -50.20464, collision = h0025B0
x = -28.97505, y = 55.12184, z = 885.7383, angle = 32.64447, collision = h0025B0
x = -29.71305, y = 55.07162, z = 884.7398, angle = 64.62511, collision = h0025B0
x = -31.10066, y = 55.01244, z = 884.1877, angle = 62.10138, collision = h0025B0
x = -32.08824, y = 54.96151, z = 883.2708, angle = 7.427817, collision = h0025B0
x = -32.20967, y = 54.97335, z = 881.8459, angle = -26.35838, collision = h0025B0
x = -31.65609, y = 54.9952, z = 880.7433, angle = -65.74027, collision = h0025B0
x = -30.70863, y = 55.05636, z = 879.8318, angle = 24.03187, collision = h0025B0
x = -31.27699, y = 54.94925, z = 878.5253, angle = 5.904876, collision = h0025B0
x = -31.49468, y = 54.85094, z = 877.1268, angle = 42.59158, collision = h0025B0
x = -32.37679, y = 54.92007, z = 876.2335, angle = 23.49156, collision = h0025B0
x = -32.84625, y = 55.13695, z = 875.1073, angle = -17.27015, collision = h0025B0
x = -32.25915, y = 54.97638, z = 874.0798, angle = -97.14336, collision = h0025B0
x = -30.89683, y = 54.95175, z = 874.2309, angle = -116.9205, collision = h0025B0
x = -29.75892, y = 54.82522, z = 874.8698, angle = -93.62565, collision = h0025B0
x = -28.73683, y = 54.87746, z = 875.1074, angle = -118.9443, collision = h0025B0
x = -28.37107, y = 54.95914, z = 876.0697, angle = 125.3344, collision = h0025B0
x = -29.31333, y = 54.83197, z = 877.0329, angle = 159.1107, collision = h0025B0
x = -29.65141, y = 54.87003, z = 878.2637, angle = -156.534, collision = h0025B0
x = -29.27312, y = 54.96626, z = 879.1997, angle = -150.5334, collision = h0025B0
x = -28.77689, y = 55.18847, z = 880.08, angle = -160.6405, collision = h0025B0
x = -28.79353, y = 55.21053, z = 881.3513, angle = 141.2565, collision = h0025B0
x = -29.68735, y = 55.13034, z = 882.3858, angle = 127.8102, collision = h0025B0
x = -30.73547, y = 55.05118, z = 883.0484, angle = 128.978, collision = h0025B0
x = -32.32448, y = 55.01424, z = 884.3114, angle = 161.4605, collision = h0025B0
x = -32.69773, y = 55.08984, z = 885.5443, angle = -127.1995, collision = h0025B0
x = -31.65167, y = 54.9712, z = 886.481, angle = -119.8743, collision = h0025B0
x = -28.26651, y = 55.39473, z = 886.837, angle = -176.7346, collision = h0025B0
x = -28.00139, y = 55.0979, z = 887.8267, angle = -167.3298, collision = h0025B0
x = -27.66557, y = 54.99184, z = 889.2062, angle = -135.5031, collision = h0025B0
x = -26.6515, y = 54.87623, z = 890.1746, angle = -96.78441, collision = h0025B0
x = -23.72646, y = 54.79467, z = 889.6195, angle = -74.59575, collision = h0025B0
x = -22.52508, y = 54.79222, z = 889.0423, angle = -64.93442, collision = h0025B0
x = -21.40128, y = 54.79184, z = 889.0544, angle = -90.01946, collision = h0025B0
x = -20.09464, y = 54.75478, z = 889.0653, angle = -88.69014, collision = h0025B0
x = -20.09339, y = 54.64977, z = 890.4111, angle = -178.7765, collision = h0025B0
x = -19.24793, y = 54.7571, z = 895.0588, angle = -95.47041, collision = h0025B0
x = -18.10536, y = 54.77488, z = 895.2513, angle = -112.0891, collision = h0025B0
x = -17.19689, y = 54.83696, z = 895.9231, angle = -167.9376, collision = h0025B0
x = -16.84544, y = 54.96865, z = 897.3367, angle = -172.1305, collision = h0025B0
x = -16.65315, y = 55.1097, z = 898.738, angle = -172.6002, collision = h0025B0
x = -16.63348, y = 55.54053, z = 900.0594, angle = 170.2027, collision = h0125B0_0000
x = -16.95488, y = 55.69453, z = 901.3911, angle = 168.9877, collision = h0125B0_0000
x = -19.73899, y = 57.63311, z = 925.7144, angle = -7.334121, collision = h0021B0
x = -19.76017, y = 49.19998, z = 922.9717, angle = 10.57495, collision = h0021B0
x = -20.2583, y = 49.60957, z = 915.0425, angle = 0.1323554, collision = h0021B0
x = -20.26257, y = 49.60957, z = 910.0167, angle = -0.1960401, collision = h0021B0
x = -20.25851, y = 49.60957, z = 908.7589, angle = -0.3448289, collision = h0021B0
x = -20.25049, y = 49.60957, z = 907.3673, angle = -0.5182611, collision = h0021B0
x = -20.23958, y = 49.60957, z = 906.1295, angle = 0.8706306, collision = h0021B0
x = -20.38374, y = 49.60957, z = 902.8788, angle = 7.48683, collision = h0021B0
x = -20.52769, y = 49.60957, z = 901.7076, angle = 5.047441, collision = h0021B0
x = -20.80742, y = 49.60957, z = 898.494, angle = 5.101523, collision = h0021B0
x = -20.92586, y = 49.60957, z = 897.2361, angle = 42.09193, collision = h0021B0
x = -21.69011, y = 49.60957, z = 896.1307, angle = 89.98067, collision = h0021B0
x = -19.31393, y = 49.60957, z = 917.8542, angle = 177.9457, collision = h0021B0
x = -19.35428, y = 49.90999, z = 918.9791, angle = 177.9457, collision = h0021B0
x = -18.72389, y = 49.19998, z = 924.835, angle = -138.6102, collision = h0021B0
x = -17.20925, y = 57.99982, z = 928.0226, angle = 129.3166, collision = h0020B0
x = -17.95102, y = 55.69454, z = 900.4691, angle = 23.01876, collision = h0025B0
x = -18.53274, y = 55.14602, z = 899.0989, angle = 41.18716, collision = h0025B0
x = -19.34984, y = 55.05276, z = 898.1724, angle = 74.09973, collision = h0025B0
x = -20.49625, y = 55.0237, z = 897.754, angle = 89.97026, collision = h0025B0
x = -21.52018, y = 55.05341, z = 897.7234, angle = 35.99911, collision = h0025B0
x = -23.05499, y = 54.76092, z = 895.0845, angle = 38.95594, collision = h0025B0
x = -23.72998, y = 57.26346, z = 882.7987, angle = -7.297456, collision = h0026B0
x = -22.7233, y = 58.34563, z = 873.2783, angle = -2.497035, collision = h0030B0
x = -22.6653, y = 58.34793, z = 871.9241, angle = -3.25087, collision = h0030B0
x = -22.84876, y = 57.81692, z = 867.595, angle = 26.89313, collision = h0030B0
x = -24.26828, y = 57.908, z = 862.2842, angle = -6.030374, collision = h0030B0
x = -24.10821, y = 58.12454, z = 860.8698, angle = -20.68845, collision = h0030B0
x = -22.87992, y = 57.84499, z = 857.9296, angle = -15.42259, collision = h0030B0
x = -22.4986, y = 57.86499, z = 856.558, angle = -16.45002, collision = h0030B0
x = -22.12761, y = 57.83408, z = 855.1744, angle = -12.45682, collision = h0030B0
x = -21.82735, y = 57.82844, z = 853.7734, angle = 0.791455, collision = h0030B0
x = -21.91465, y = 57.82302, z = 852.3538, angle = 12.86151, collision = h0030B0
x = -22.20236, y = 57.81812, z = 851.1098, angle = 15.08226, collision = h0030B0
x = -22.19799, y = 58.34793, z = 846.5159, angle = 14.1412, collision = h0030B0
x = -22.53827, y = 58.35942, z = 845.3044, angle = 31.56484, collision = h0036B0
x = -23.08309, y = 58.37025, z = 844.4102, angle = 28.68995, collision = h0036B0
x = -23.59768, y = 58.39754, z = 843.1108, angle = -41.23253, collision = h0036B0
x = -22.66248, y = 58.35439, z = 842.0541, angle = -52.49745, collision = h0036B0
x = -21.70963, y = 58.40532, z = 841.0505, angle = 38.14367, collision = h0036B0
x = -22.52163, y = 58.36398, z = 840.1621, angle = 67.68558, collision = h0036B0
x = -23.21872, y = 58.3826, z = 838.976, angle = 12.00657, collision = h0036B0
x = -22.99886, y = 58.37082, z = 837.7125, angle = -62.94489, collision = h0036B0
x = -21.80554, y = 58.40456, z = 836.9343, angle = -29.92292, collision = h0036B0
x = -21.46174, y = 58.42564, z = 835.8271, angle = 59.23745, collision = h0036B0
x = -22.57613, y = 58.36084, z = 834.9553, angle = 33.24723, collision = h0036B0
x = -23.37944, y = 58.39602, z = 833.7284, angle = 20.65343, collision = h0036B0
x = -23.40469, y = 58.39863, z = 832.4078, angle = -43.96973, collision = h0036B0
x = -22.55059, y = 58.36282, z = 831.4489, angle = -18.36551, collision = h0036B0
x = -22.29521, y = 58.37955, z = 830.0441, angle = 18.98914, collision = h0036B0
x = -22.83838, y = 58.36045, z = 828.7353, angle = 36.67933, collision = h0036B0
x = -23.6526, y = 58.40961, z = 827.5349, angle = -35.20142, collision = h0036B0
x = -23.11847, y = 58.37957, z = 826.5224, angle = -56.12748, collision = h0036B0
x = -21.89339, y = 58.40688, z = 825.717, angle = 7.010288, collision = h0036B0
x = -22.1555, y = 58.38983, z = 824.4554, angle = 39.56865, collision = h0036B0
x = -22.93121, y = 58.36771, z = 823.2806, angle = -23.15222, collision = h0036B0
x = -22.41285, y = 58.37339, z = 822.1941, angle = -45.02145, collision = h0036B0
x = -21.8455, y = 58.41123, z = 821.0339, angle = 57.60489, collision = h0036B0
x = -23.00192, y = 58.37297, z = 820.4787, angle = 73.41175, collision = h0036B0
x = -24.05276, y = 58.43891, z = 819.8416, angle = -28.09403, collision = h0036B0
x = -23.32544, y = 58.39478, z = 818.6559, angle = -45.76829, collision = h0036B0
x = -22.69104, y = 58.3557, z = 817.6302, angle = 5.313272, collision = h0036B0
x = -22.89857, y = 58.36687, z = 816.2246, angle = 44.74919, collision = h0036B0
x = -23.76594, y = 58.42458, z = 815.1671, angle = -17.80501, collision = h0036B0
x = -23.17822, y = 58.38534, z = 813.9871, angle = -53.11629, collision = h0036B0
x = -22.1287, y = 58.39323, z = 813.0411, angle = 12.4453, collision = h0036B0
x = -22.58265, y = 58.3631, z = 811.7866, angle = 46.30381, collision = h0036B0
x = -23.51204, y = 58.40649, z = 810.9114, angle = -36.01381, collision = h0036B0
x = -22.76331, y = 58.35801, z = 809.9652, angle = -56.48192, collision = h0036B0
x = -21.83526, y = 58.41104, z = 809.0573, angle = 29.60809, collision = h0036B0
x = -22.6022, y = 58.3614, z = 807.9257, angle = 39.18328, collision = h0036B0
x = -23.24089, y = 58.38887, z = 806.7634, angle = -54.37299, collision = h0036B0
x = -22.14706, y = 58.39017, z = 805.8565, angle = 3.724926, collision = h0036B0
x = -22.30267, y = 58.3798, z = 804.7479, angle = 74.73087, collision = h0036B0
x = -23.67467, y = 58.41508, z = 804.4139, angle = 152.269, collision = h0036B0
x = -23.9045, y = 58.42967, z = 805.4674, angle = -99.77501, collision = h0036B0
x = -21.5517, y = 58.42713, z = 803.7402, angle = 18.66894, collision = h0036B0
x = -21.97591, y = 58.40049, z = 802.4048, angle = 68.99312, collision = h0036B0
x = -23.15601, y = 58.3826, z = 801.998, angle = 80.67668, collision = h0036B0
x = -24.23046, y = 58.44773, z = 801.4845, angle = -18.79302, collision = h0036B0
x = -23.71923, y = 58.41691, z = 800.2063, angle = -57.7637, collision = h0036B0
x = -22.53789, y = 58.36535, z = 799.4158, angle = -19.48044, collision = h0036B0
x = -22.28351, y = 58.3816, z = 798.1403, angle = 66.03298, collision = h0036B0
x = -23.58852, y = 58.40961, z = 797.6669, angle = 93.14257, collision = h0036B0
x = -24.84722, y = 58.45768, z = 797.6282, angle = 65.92967, collision = h0036B0
x = -24.03105, y = 58.43777, z = 796.7411, angle = -101.9575, collision = h0036B0
x = -22.68668, y = 58.35761, z = 797.1182, angle = -93.95092, collision = h0036B0
x = -21.28252, y = 58.44442, z = 797.2996, angle = -73.25337, collision = h0036B0
x = -20.03629, y = 58.45703, z = 797.0986, angle = -101.3536, collision = h0036B0
x = -25.61497, y = 58.45683, z = 796.7833, angle = -18.48379, collision = h0036B0
x = -22.76661, y = 58.35935, z = 795.7669, angle = 20.72406, collision = h0036B0
x = -23.20404, y = 58.38095, z = 794.4124, angle = 21.74583, collision = h0036B0
x = -23.70399, y = 58.40694, z = 793.0736, angle = -48.7602, collision = h0036B0
x = -22.59411, y = 58.36385, z = 792.5431, angle = -113.2246, collision = h0036B0
x = -21.42667, y = 58.42025, z = 792.6339, angle = 8.074841, collision = h0036B0
x = -21.77406, y = 58.40519, z = 791.3602, angle = 45.50554, collision = h0036B0
x = -22.71988, y = 58.35538, z = 790.2916, angle = 33.72477, collision = h0036B0
x = -23.15937, y = 58.38255, z = 789.037, angle = -67.06119, collision = h0036B0
x = -21.87667, y = 58.40158, z = 788.4446, angle = -0.1997284, collision = h0036B0
x = -21.85309, y = 58.40424, z = 787.3347, angle = 59.88047, collision = h0036B0
x = -23.12564, y = 58.38108, z = 786.7701, angle = 93.5283, collision = h0036B0
x = -24.23044, y = 58.44234, z = 786.4686, angle = 3.592297, collision = h0036B0
x = -23.7101, y = 58.41529, z = 785.3534, angle = -70.66894, collision = h0036B0
x = -22.36071, y = 58.37669, z = 784.8719, angle = -55.89392, collision = h0036B0
x = -21.50957, y = 58.43081, z = 783.917, angle = 44.65115, collision = h0036B0
x = -22.44288, y = 58.37051, z = 782.8574, angle = 47.96127, collision = h0036B0
x = -23.39993, y = 58.40499, z = 782.0127, angle = 75.91814, collision = h0036B0
x = -23.75337, y = 58.44941, z = 781.0594, angle = -65.32303, collision = h0036B0
x = -22.54145, y = 58.40129, z = 780.6469, angle = -60.02155, collision = h0036B0
x = -21.68249, y = 58.47511, z = 779.7631, angle = 37.7674, collision = h0036B0
x = -22.24711, y = 58.43831, z = 778.9031, angle = 56.89579, collision = h0037B0
x = -23.12944, y = 58.43564, z = 778.2715, angle = 56.89579, collision = h0037B0
x = -22.29517, y = 58.43615, z = 777.6873, angle = -64.83051, collision = h0037B0
x = -21.51217, y = 58.48533, z = 776.8028, angle = 38.02928, collision = h0037B0
x = -22.38277, y = 58.43213, z = 775.8956, angle = 62.28735, collision = h0037B0
x = -22.52693, y = 58.42515, z = 774.8509, angle = 54.94817, collision = h0037B0
x = -23.64042, y = 58.46242, z = 773.95, angle = 29.32199, collision = h0037B0
x = -23.99215, y = 58.49334, z = 772.8831, angle = -40.57395, collision = h0037B0
x = -22.94441, y = 58.42761, z = 771.8947, angle = -125.3728, collision = h0037B0
x = -21.8323, y = 58.46052, z = 772.7207, angle = -159.9476, collision = h0037B0
x = -21.33973, y = 58.50161, z = 774.0769, angle = -175.2914, collision = h0037B0
x = -21.23338, y = 58.51091, z = 775.34, angle = 169.98, collision = h0037B0
x = -22.8194, y = 58.4211, z = 773.0197, angle = 55.2307, collision = h0037B0
x = -24.23228, y = 58.51563, z = 771.6125, angle = -56.58238, collision = h0037B0
x = -22.31369, y = 58.43656, z = 771.1067, angle = -25.01579, collision = h0037B0
x = -22.01841, y = 58.45181, z = 769.8769, angle = 40.39348, collision = h0037B0
x = -22.98713, y = 58.4304, z = 768.8732, angle = 44.43591, collision = h0037B0
x = -23.45588, y = 58.45457, z = 767.7551, angle = -54.82785, collision = h0037B0
x = -22.3611, y = 58.43523, z = 766.8365, angle = -33.75959, collision = h0037B0
x = -22.05978, y = 58.44524, z = 765.6121, angle = 42.58758, collision = h0037B0
x = -22.90371, y = 58.40053, z = 764.668, angle = 45.05533, collision = h0037B0
x = -23.76848, y = 58.44003, z = 763.6605, angle = -7.842328, collision = h0037B0
x = -23.57719, y = 58.40405, z = 762.2786, angle = 15.43986, collision = h0037B0
x = -23.89933, y = 58.42391, z = 760.8893, angle = 11.35131, collision = h0037B0
x = -24.03443, y = 58.42791, z = 759.6824, angle = -10.04314, collision = h0037B0
x = -22.10563, y = 58.41765, z = 764.0234, angle = 6.573032, collision = h0037B0
x = -22.24459, y = 58.38822, z = 763.0271, angle = 10.52605, collision = h0037B0
x = -23.84668, y = 58.41448, z = 758.5841, angle = -7.413938, collision = h0037B0
x = -23.66627, y = 58.38789, z = 757.5049, angle = -11.41383, collision = h0037B0
x = -23.66121, y = 58.39461, z = 756.3622, angle = 8.345207, collision = h0037B0
x = -23.84276, y = 58.40259, z = 755.0267, angle = 19.88797, collision = h0037B0
x = -24.22692, y = 58.41695, z = 753.8411, angle = 25.28406, collision = h0037B0
x = -24.1716, y = 58.40053, z = 752.4853, angle = -39.84338, collision = h0037B0
x = -23.30428, y = 58.35779, z = 751.3621, angle = -39.14038, collision = h0037B0
x = -22.38981, y = 58.37169, z = 750.2595, angle = -38.607, collision = h0037B0
x = -21.84566, y = 58.40917, z = 749.0344, angle = 44.06077, collision = h0037B0
x = -22.80574, y = 58.35745, z = 747.9786, angle = 88.38923, collision = h0037B0
x = -23.58937, y = 58.35929, z = 748.6356, angle = -95.19822, collision = h0037B0
x = -20.80737, y = 58.45792, z = 748.532, angle = -88.31464, collision = h0037B0
x = -19.80413, y = 58.45624, z = 748.2393, angle = -67.59696, collision = h0037B0
x = -20.36529, y = 58.45801, z = 747.3858, angle = 118.6338, collision = h0037B0
x = -24.6976, y = 58.38083, z = 748.2844, angle = 91.9173, collision = h0037B0
x = -25.59802, y = 58.43023, z = 747.749, angle = -72.58842, collision = h0037B0
x = -22.9712, y = 58.3606, z = 746.8074, angle = 14.03439, collision = h0037B0
x = -23.28373, y = 58.36086, z = 745.4099, angle = 8.961522, collision = h0037B0
x = -23.51101, y = 58.3689, z = 743.9952, angle = 10.49661, collision = h0037B0
x = -23.77903, y = 58.38956, z = 742.5876, angle = 12.25232, collision = h0037B0
x = -24.02716, y = 58.40956, z = 741.3365, angle = -19.0421, collision = h0037B0
x = -23.55673, y = 58.39391, z = 739.9996, angle = -25.46122, collision = h0037B0
x = -23.12484, y = 58.37495, z = 738.6733, angle = 20.70662, collision = h0037B0
x = -23.62465, y = 58.40564, z = 737.331, angle = 22.59828, collision = h0037B0
x = -24.18766, y = 58.43999, z = 736.0135, angle = 8.547354, collision = h0037B0
x = -24.15452, y = 58.44258, z = 734.786, angle = -9.919675, collision = h0037B0
x = -23.90858, y = 58.42854, z = 733.3745, angle = -11.40338, collision = h0037B0
x = -23.52799, y = 58.41806, z = 732.0344, angle = -14.26496, collision = h0037B0
x = -23.19893, y = 58.39712, z = 730.6398, angle = 6.689487, collision = h0037B0
x = -23.49131, y = 58.41917, z = 729.2901, angle = 32.44748, collision = h0037B0
x = -23.91983, y = 58.43121, z = 727.9769, angle = -31.97296, collision = h0037B0
x = -23.17129, y = 58.39698, z = 726.7662, angle = -38.25632, collision = h0037B0
