x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 112.1014, y = -341.2391, z = 126.6012, angle = 115.1539, collision = h0018B1
x = 110.8577, y = -341.2376, z = 127.1675, angle = 123.8149, collision = h0018B1
x = 109.8455, y = -341.1626, z = 127.8318, angle = 132.064, collision = h0018B1
x = 108.8502, y = -341.1235, z = 128.743, angle = -173.3311, collision = h0018B1
x = 108.8328, y = -341.226, z = 129.9194, angle = -145.6302, collision = h0018B1
x = 109.5412, y = -341.145, z = 130.9909, angle = -105.2718, collision = h0018B1
x = 110.7278, y = -341.2391, z = 131.3596, angle = -106.3215, collision = h0018B1
x = 111.9272, y = -341.0846, z = 131.7513, angle = -153.1423, collision = h0018B1
x = 112.514, y = -340.8876, z = 132.8665, angle = 168.6518, collision = h0018B1
x = 112.2794, y = -341.0391, z = 134.0784, angle = 169.7949, collision = h0018B1
x = 112.9018, y = -341.0391, z = 135.2459, angle = -94.81425, collision = h0018B1
x = 114.0967, y = -341.0391, z = 135.5076, angle = -99.24503, collision = h0018B1
x = 115.3135, y = -341.0391, z = 135.5893, angle = -153.457, collision = h0018B1
x = 115.8507, y = -341.0391, z = 136.6457, angle = 147.1356, collision = h0018B1
x = 114.6586, y = -341.0391, z = 137.2516, angle = 80.97608, collision = h0018B1
x = 113.3967, y = -341.0391, z = 137.1101, angle = 80.28127, collision = h0018B1
x = 112.1619, y = -341.0391, z = 136.9183, angle = 115.1416, collision = h0018B1
x = 111.0149, y = -341.0391, z = 137.6314, angle = -148.0603, collision = h0019B1
x = 107.7648, y = -341.5326, z = 142.9814, angle = -138.181, collision = h0019B1
x = 108.5766, y = -341.5326, z = 143.9572, angle = -170.1954, collision = h0019B1
x = 108.9676, y = -341.3578, z = 144.965, angle = 156.2078, collision = h0019B1
x = 108.5575, y = -341.1505, z = 146.3001, angle = 147.1325, collision = h0019B1
x = 107.8341, y = -341.0827, z = 147.4475, angle = 152.3062, collision = h0019B1
x = 107.2814, y = -341.028, z = 148.5321, angle = -157.9459, collision = h0019B1
x = 107.7035, y = -340.7969, z = 149.7738, angle = -113.1812, collision = h0019B1
x = 108.7732, y = -340.529, z = 150.3214, angle = -175.5742, collision = h0019B1
x = 108.0201, y = -340.4922, z = 151.2927, angle = 30.39143, collision = h0019B1
x = 106.5124, y = -341.5326, z = 147.3261, angle = 104.3302, collision = h0019B1
x = 105.3496, y = -341.5326, z = 147.6163, angle = 141.3847, collision = h0019B1
x = 104.4793, y = -341.5326, z = 148.5922, angle = 122.658, collision = h0019B1
x = 103.4951, y = -341.5325, z = 149.3356, angle = 104.5402, collision = h0019B1
x = 102.2827, y = -341.5325, z = 149.545, angle = 39.41698, collision = h0019B1
x = 101.4054, y = -341.4743, z = 148.6061, angle = 0.3238056, collision = h0019B1
x = 101.2853, y = -341.0783, z = 147.3872, angle = -0.9850499, collision = h0019B1
x = 101.3087, y = -340.9615, z = 146.0209, angle = -2.597903, collision = h0019B1
x = 101.3463, y = -340.9173, z = 144.8073, angle = 14.90473, collision = h0019B1
x = 100.9402, y = -340.8733, z = 143.5651, angle = 96.76312, collision = h0019B1
x = 99.9211, y = -340.9228, z = 144.3771, angle = 93.31759, collision = h0019B1
x = 98.59203, y = -340.9497, z = 144.584, angle = 110.4285, collision = h0019B1
x = 97.41643, y = -340.9734, z = 144.9284, angle = 152.812, collision = h0019B1
x = 96.63242, y = -341.031, z = 145.8087, angle = -159.0248, collision = h0019B1
x = 96.99, y = -341.0451, z = 146.9225, angle = -105.0606, collision = h0019B1
x = 98.22964, y = -341.0323, z = 147.3475, angle = -42.07119, collision = h0019B1
x = 99.09847, y = -341.0157, z = 146.6256, angle = 9.45402, collision = h0019B1
x = 97.25972, y = -341.08, z = 148.1881, angle = 145.5682, collision = h0019B1
x = 96.67972, y = -340.9588, z = 149.2694, angle = 119.1298, collision = h0019B1
x = 95.58733, y = -340.8603, z = 149.8948, angle = 124.8863, collision = h0019B1
x = 94.73746, y = -340.8134, z = 150.7686, angle = 139.3141, collision = h0019B1
x = 95.74517, y = -341.0262, z = 146.697, angle = 144.4731, collision = h0019B1
x = 94.92783, y = -340.4806, z = 147.6731, angle = 146.017, collision = h0019B1
x = 94.23199, y = -339.9497, z = 148.7063, angle = 145.9178, collision = h0019B1
x = 93.48542, y = -339.3817, z = 149.8101, angle = 115.4643, collision = h0019B1
x = 92.62909, y = -338.9656, z = 150.3589, angle = 117.9238, collision = h0019B1
x = 91.69469, y = -338.5343, z = 150.9292, angle = 142.7493, collision = h0019B1
x = 91.93134, y = -338.5325, z = 152.0335, angle = 137.2023, collision = h0019B1
x = 91.25122, y = -338.5325, z = 152.8627, angle = -142.0608, collision = h0019B1
x = 91.83496, y = -338.5325, z = 153.8262, angle = -102.4948, collision = h0019B1
x = 92.84412, y = -338.5325, z = 154.0801, angle = -105.9687, collision = h0019B1
x = 94.10723, y = -338.5326, z = 154.4558, angle = -145.1579, collision = h0019B1
x = 94.91425, y = -338.5326, z = 155.3675, angle = -142.6203, collision = h0019B1
x = 95.68516, y = -338.5326, z = 156.4043, angle = -139.581, collision = h0019B1
x = 96.10117, y = -338.5326, z = 157.5135, angle = -116.943, collision = h0019B1
x = 97.23772, y = -338.5326, z = 158.2109, angle = -109.6891, collision = h0019B1
x = 98.27934, y = -338.5326, z = 158.5978, angle = -104.6906, collision = h0019B1
x = 99.03504, y = -338.5326, z = 159.5812, angle = -152.031, collision = h0019B1
x = 100.3326, y = -338.5326, z = 160.1004, angle = -121.6005, collision = h0019B1
x = 101.41, y = -338.5326, z = 160.9137, angle = -155.898, collision = h0019B1
x = 102.1413, y = -338.5326, z = 162.1242, angle = -85.46016, collision = h0019B1
x = 103.1841, y = -338.5326, z = 162.1595, angle = -52.14638, collision = h0019B1
x = 104.1992, y = -338.4927, z = 161.4123, angle = -39.59495, collision = h0019B1
x = 105.0198, y = -337.9498, z = 160.4019, angle = -40.54353, collision = h0019B1
x = 105.7397, y = -337.4384, z = 159.4057, angle = -42.30735, collision = h0019B1
x = 106.6544, y = -336.8719, z = 158.4007, angle = -42.19342, collision = h0019B1
x = 107.4705, y = -336.364, z = 157.496, angle = -32.00743, collision = h0019B1
x = 108.2531, y = -335.7975, z = 156.3798, angle = -28.44988, collision = h0019B1
x = 108.8282, y = -335.3039, z = 155.3179, angle = -35.13593, collision = h0019B1
x = 109.5762, y = -334.7462, z = 154.2004, angle = -48.93575, collision = h0019B1
x = 110.4504, y = -334.2378, z = 153.3432, angle = -43.79573, collision = h0019B1
x = 111.3269, y = -333.7016, z = 152.4006, angle = -39.99099, collision = h0019B1
x = 111.9921, y = -333.5326, z = 151.4295, angle = -49.74488, collision = h0019B1
x = 112.9937, y = -333.5326, z = 150.4497, angle = 14.14479, collision = h0019B1
x = 112.614, y = -333.5326, z = 149.1727, angle = 92.88463, collision = h0019B1
x = 111.3504, y = -333.3448, z = 149.3129, angle = 80.35352, collision = h0019B1
x = 110.3486, y = -333.0533, z = 148.906, angle = -14.96836, collision = h0019B1
x = 110.6392, y = -332.8689, z = 147.5475, angle = 15.23086, collision = h0019B1
x = 110.0016, y = -332.5389, z = 146.5027, angle = 125.5947, collision = h0019B1
x = 108.6248, y = -332.5326, z = 147.3118, angle = 68.83514, collision = h0019B1
x = 107.5462, y = -332.5326, z = 146.9604, angle = 7.283987, collision = h0019B1
x = 107.2563, y = -332.5326, z = 145.6547, angle = 7.227734, collision = h0019B1
x = 107.0921, y = -332.5326, z = 144.4463, angle = 53.35214, collision = h0019B1
x = 106.1439, y = -332.5326, z = 143.4676, angle = 51.3322, collision = h0019B1
x = 105.262, y = -332.5326, z = 142.9821, angle = 51.3322, collision = h0019B1
x = 104.3551, y = -332.5326, z = 142.3391, angle = 51.3322, collision = h0019B1
x = 103.4115, y = -332.8459, z = 141.5655, angle = 51.60555, collision = h0019B1
x = 102.5276, y = -333.1614, z = 140.8871, angle = 61.52805, collision = h0019B1
x = 101.3113, y = -333.5064, z = 140.4425, angle = 72.59599, collision = h0019B1
x = 101.09, y = -333.5326, z = 139.1234, angle = -6.753131, collision = h0019B1
x = 100.843, y = -333.5326, z = 137.9249, angle = 107.9774, collision = h0019B1
x = 100.0134, y = -333.5326, z = 139.0634, angle = 156.7512, collision = h0019B1
x = 99.3446, y = -333.5326, z = 139.9537, angle = 151.1019, collision = h0019B1
x = 98.55582, y = -333.4357, z = 141.1089, angle = 129.8939, collision = h0019B1
x = 97.54821, y = -332.8642, z = 142.0755, angle = 146.1528, collision = h0019B1
x = 96.82071, y = -332.2973, z = 143.2623, angle = 156.7886, collision = h0019B1
x = 96.19036, y = -331.7363, z = 144.5119, angle = 142.6176, collision = h0019B1
x = 95.33475, y = -331.1582, z = 145.6268, angle = 142.9099, collision = h0019B1
x = 94.43367, y = -330.5803, z = 146.7031, angle = 136.3794, collision = h0019B1
x = 93.4614, y = -330.0029, z = 147.7178, angle = 135.1559, collision = h0019B1
x = 92.45939, y = -329.4219, z = 148.7189, angle = 118.5314, collision = h0019B1
x = 91.51831, y = -328.9883, z = 149.3041, angle = 118.3798, collision = h0019B1
x = 90.7721, y = -328.5354, z = 150.1461, angle = 129.4223, collision = h0019B1
x = 89.99279, y = -328.5254, z = 151.0395, angle = -156.1823, collision = h0019B1
x = 90.34602, y = -328.5326, z = 152.2967, angle = -123.0142, collision = h0019B1
x = 91.32994, y = -328.5326, z = 152.9822, angle = -126.91, collision = h0019B1
x = 92.41048, y = -328.5326, z = 153.732, angle = -149.3226, collision = h0019B1
x = 93.01036, y = -328.5326, z = 154.7895, angle = -140.833, collision = h0019B1
x = 93.99908, y = -328.5326, z = 155.5618, angle = -109.227, collision = h0019B1
x = 95.05334, y = -328.5326, z = 155.9327, angle = -110.4381, collision = h0019B1
x = 96.37289, y = -328.5326, z = 156.4162, angle = -147.96, collision = h0019B1
x = 97.14285, y = -328.5326, z = 157.5654, angle = -143.7864, collision = h0019B1
x = 97.99429, y = -328.5326, z = 158.6539, angle = -155.2474, collision = h0019B1
x = 98.89201, y = -328.5326, z = 159.4973, angle = -147.0054, collision = h0019B1
x = 99.81469, y = -328.5326, z = 159.9516, angle = -104.5513, collision = h0019B1
x = 100.5705, y = -328.5326, z = 160.6981, angle = -127.87, collision = h0019B1
x = 101.2467, y = -328.5326, z = 161.4654, angle = -131.6264, collision = h0019B1
x = 102.047, y = -328.5326, z = 162.0937, angle = -128.3474, collision = h0019B1
x = 103.1367, y = -328.5326, z = 162.98, angle = -135.542, collision = h0019B1
x = 103.1386, y = -328.5326, z = 161.8395, angle = 34.01891, collision = h0019B1
x = 101.7988, y = -328.5326, z = 160.5722, angle = 48.44758, collision = h0019B1
x = 97.81189, y = -328.5326, z = 156.2213, angle = -55.96667, collision = h0019B1
x = 98.74436, y = -328.5326, z = 155.4979, angle = -103.6475, collision = h0019B1
x = 100.0433, y = -328.5326, z = 155.6316, angle = -17.5015, collision = h0019B1
x = 100.3911, y = -328.5326, z = 154.3575, angle = 63.9871, collision = h0019B1
x = 101.2697, y = -328.5326, z = 153.2287, angle = -96.29527, collision = h0019B1
x = 102.4578, y = -328.5326, z = 152.8934, angle = -16.75485, collision = h0019B1
x = 102.4378, y = -328.5326, z = 151.6521, angle = 81.2663, collision = h0019B1
x = 101.068, y = -328.5326, z = 151.3727, angle = 95.67496, collision = h0019B1
x = 99.66736, y = -328.5326, z = 151.4068, angle = 27.3296, collision = h0019B1
x = 99.42647, y = -328.5326, z = 150.3095, angle = -66.38317, collision = h0019B1
x = 100.7162, y = -328.5326, z = 149.8089, angle = -94.82454, collision = h0019B1
x = 102.045, y = -328.5326, z = 150.111, angle = -119.0808, collision = h0019B1
x = 103.3141, y = -328.5326, z = 150.4428, angle = -44.13164, collision = h0019B1
x = 104.1772, y = -328.5326, z = 149.3631, angle = 19.94504, collision = h0019B1
x = 103.6587, y = -328.3174, z = 148.1237, angle = 54.45674, collision = h0019B1
x = 103.0246, y = -328.0877, z = 147.0669, angle = -66.97014, collision = h0019B1
x = 104.2279, y = -327.4568, z = 146.6355, angle = -131.5005, collision = h0019B1
x = 105.1998, y = -327.4024, z = 147.3266, angle = -97.5813, collision = h0019B1
x = 106.7059, y = -326.7736, z = 147.1539, angle = 13.67236, collision = h0019B1
x = 106.265, y = -326.227, z = 145.5353, angle = 33.12795, collision = h0019B1
x = 105.5737, y = -326.0065, z = 144.4516, angle = -40.31552, collision = h0019B1
x = 106.2369, y = -325.3446, z = 143.496, angle = -107.4929, collision = h0019B1
x = 107.5011, y = -324.9763, z = 143.7155, angle = -119.619, collision = h0019B1
x = 108.4898, y = -324.8525, z = 144.2623, angle = -36.04001, collision = h0019B1
x = 109.3261, y = -324.1001, z = 143.2454, angle = 23.45732, collision = h0019B1
x = 108.9599, y = -323.743, z = 142.1223, angle = 26.62225, collision = h0019B1
x = 108.4384, y = -323.5152, z = 141.1644, angle = -96.9217, collision = h0020B1
x = 114.4362, y = -320.788, z = 136.0828, angle = -75.8708, collision = h0020B1
x = 115.7263, y = -320.588, z = 135.8411, angle = -38.51891, collision = h0020B1
x = 116.5313, y = -320.4135, z = 134.9339, angle = 16.78645, collision = h0020B1
x = 116.3593, y = -319.9005, z = 133.6178, angle = 16.85021, collision = h0020B1
x = 116.052, y = -319.4704, z = 132.3775, angle = -57.78426, collision = h0020B1
x = 117.1059, y = -319.1876, z = 131.6458, angle = -93.98478, collision = h0020B1
x = 118.5087, y = -319.1876, z = 131.697, angle = -60.26597, collision = h0020B1
x = 119.5027, y = -319.1876, z = 130.8497, angle = -1.766355, collision = h0020B1
x = 119.4934, y = -318.8144, z = 129.455, angle = 14.99879, collision = h0020B1
x = 119.1968, y = -318.588, z = 128.281, angle = 16.35795, collision = h0020B1
x = 119.6009, y = -318.5899, z = 127.1102, angle = -16.42977, collision = h0020B1
x = 120.0047, y = -318.5894, z = 124.3481, angle = 48.86433, collision = h0020B1
x = 119.2366, y = -318.5876, z = 123.222, angle = -11.51549, collision = h0020B1
x = 119.3741, y = -318.9301, z = 121.942, angle = 26.38551, collision = h0020B1
x = 118.8014, y = -319.1876, z = 120.8663, angle = 43.61042, collision = h0020B1
x = 117.7976, y = -319.1876, z = 119.8894, angle = 68.92282, collision = h0020B1
x = 116.4889, y = -319.247, z = 119.3793, angle = 92.03626, collision = h0020B1
x = 115.2456, y = -319.8066, z = 119.3378, angle = 108.9413, collision = h0020B1
x = 114.2411, y = -320.1373, z = 119.6093, angle = 171.4007, collision = h0020B1
x = 114.3588, y = -319.6401, z = 120.8479, angle = -129.121, collision = h0020B1
x = 115.5201, y = -319.1876, z = 121.6238, angle = -126.6709, collision = h0020B1
x = 116.7831, y = -319.1876, z = 122.166, angle = -68.06194, collision = h0020B1
x = 118.1176, y = -319.1876, z = 121.7399, angle = -92.71842, collision = h0020B1
x = 120.3649, y = -318.588, z = 122.2221, angle = -91.70381, collision = h0020B1
x = 121.3463, y = -318.5899, z = 122.8415, angle = -98.78655, collision = h0020B1
x = 123.6693, y = -318.5899, z = 123.3126, angle = -67.82523, collision = h0020B1
x = 125.0031, y = -318.7503, z = 122.911, angle = -88.10245, collision = h0020B1
x = 126.4079, y = -319.4003, z = 122.9019, angle = -42.10268, collision = h0020B1
x = 127.0865, y = -319.9998, z = 122.3756, angle = 13.86371, collision = h0020B1
x = 126.4047, y = -320.1036, z = 121.614, angle = 106.4399, collision = h0020B1
x = 125.51, y = -319.5417, z = 121.8901, angle = 147.133, collision = h0020B1
x = 123.9846, y = -318.5969, z = 122.3433, angle = -72.88589, collision = h0020B1
x = 126.8421, y = -320.7472, z = 120.8048, angle = -41.02219, collision = h0020B1
x = 127.4599, y = -321.4162, z = 120.1005, angle = -33.26457, collision = h0020B1
x = 127.9655, y = -322.0731, z = 119.3242, angle = 7.587944, collision = h0020B1
x = 127.9264, y = -322.8169, z = 117.9322, angle = -45.51567, collision = h0020B1
x = 128.5097, y = -323.4689, z = 117.2301, angle = -73.44442, collision = h0020B1
x = 129.3939, y = -324.0396, z = 116.9291, angle = -77.54065, collision = h0020B1
x = 130.3067, y = -324.5741, z = 116.7181, angle = -79.07996, collision = h0020B1
x = 131.2233, y = -325.1006, z = 116.525, angle = -49.96524, collision = h0020B1
x = 131.969, y = -325.7285, z = 116.0033, angle = -7.160251, collision = h0020B1
x = 132.1471, y = -326.3078, z = 115.0941, angle = 1.619629, collision = h0020B1
x = 132.1514, y = -326.8221, z = 114.1578, angle = -48.23168, collision = h0020B1
x = 132.7572, y = -327.4607, z = 113.4991, angle = -82.58499, collision = h0020B1
x = 133.6804, y = -327.9677, z = 113.3473, angle = -65.04906, collision = h0020B1
x = 134.5418, y = -328.5486, z = 113.0085, angle = -44.73126, collision = h0020B1
x = 135.2368, y = -329.21, z = 112.383, angle = -43.88951, collision = h0020B1
x = 135.8883, y = -329.8772, z = 111.7102, angle = -41.24623, collision = h0020B1
x = 136.5079, y = -330.5463, z = 111.0074, angle = -0.438143, collision = h0020B1
x = 136.646, y = -331.0961, z = 110.1185, angle = 14.56933, collision = h0020B1
x = 136.116, y = -331.5438, z = 108.8556, angle = 89.4442, collision = h0020B1
x = 134.8503, y = -330.8837, z = 108.9999, angle = 166.4097, collision = h0020B1
x = 134.5377, y = -330.2732, z = 109.8533, angle = 177.014, collision = h0020B1
x = 134.479, y = -329.7346, z = 110.7882, angle = -156.454, collision = h0020B1
x = 132.0944, y = -327.6057, z = 112.6611, angle = 129.1078, collision = h0020B1
x = 131.5212, y = -327.1045, z = 113.1128, angle = 168.094, collision = h0020B1
x = 131.3262, y = -326.2659, z = 114.4819, angle = -158.0086, collision = h0020B1
x = 127.109, y = -322.1151, z = 118.5288, angle = -152.4676, collision = h0020B1
x = 128.6564, y = -321.5851, z = 120.7957, angle = -154.9201, collision = h0020B1
x = 128.3072, y = -321.0673, z = 121.4492, angle = 131.5827, collision = h0020B1
x = 126.2241, y = -318.7731, z = 123.8939, angle = 152.4389, collision = h0020B1
x = 125.3951, y = -318.5898, z = 124.8818, angle = -170.8273, collision = h0020B1
x = 125.4176, y = -318.5901, z = 126.5044, angle = -167.4049, collision = h0020B1
x = 125.58, y = -318.589, z = 127.8405, angle = 162.5769, collision = h0020B1
x = 125.3561, y = -318.5877, z = 129.2012, angle = -127.9848, collision = h0020B1
x = 126.5009, y = -319.1866, z = 129.7641, angle = -67.33265, collision = h0020B1
x = 127.8416, y = -319.1876, z = 129.3947, angle = -99.85995, collision = h0020B1
