# Shanty
x = -217.4494, y = -95.5304, z = -26.17444, angle = 66.58151, collision = h0000B0
x = -123.7308, y = -215.6428, z = 127.0057, angle = -0.2894634, collision = h0031B0
x = -123.6693, y = -215.6428, z = 125.8708, angle = 23.29197, collision = h0031B0
x = -124.1829, y = -215.6428, z = 124.6593, angle = 25.65292, collision = h0031B0
x = -124.7193, y = -215.6428, z = 123.4598, angle = 12.12357, collision = h0031B0
x = -124.9133, y = -215.6428, z = 122.1695, angle = -52.40939, collision = h0031B0
x = -123.8586, y = -215.6428, z = 121.4497, angle = -79.60664, collision = h0031B0
x = -122.5582, y = -215.6428, z = 121.2058, angle = -81.24804, collision = h0031B0
x = -121.4052, y = -215.6428, z = 121.0091, angle = -41.71971, collision = h0031B0
x = -120.5189, y = -215.6428, z = 120.0682, angle = -14.72798, collision = h0031B0
x = -120.2341, y = -215.6428, z = 118.7992, angle = 9.344491, collision = h0031B0
x = -120.5127, y = -215.6428, z = 117.5147, angle = 22.91363, collision = h0031B0
x = -121.0273, y = -215.6428, z = 116.2988, angle = 23.2327, collision = h0031B0
x = -121.495, y = -215.6428, z = 115.2123, angle = 27.29464, collision = h0031B0
x = -122.1851, y = -215.6428, z = 114.0958, angle = 42.88826, collision = h0031B0
x = -123.0865, y = -215.6428, z = 113.1191, angle = 31.4389, collision = h0031B0
x = -123.653, y = -215.6428, z = 111.9429, angle = 10.39081, collision = h0031B0
x = -123.924, y = -215.3721, z = 110.6551, angle = 11.36059, collision = h0031B0
x = -124.1514, y = -215.2345, z = 109.4995, angle = 35.07081, collision = h0031B0
x = -125.0221, y = -215.0803, z = 108.4534, angle = 57.05928, collision = h0031B0
x = -126.1426, y = -215.0147, z = 107.8062, angle = -9.106377, collision = h0031B0
x = -124.5219, y = -215.0289, z = 107.3243, angle = -90.22455, collision = h0031B0
x = -123.2732, y = -215.0642, z = 107.3165, angle = -87.03638, collision = h0031B0
x = -121.9382, y = -215.1135, z = 107.2529, angle = -88.12762, collision = h0031B0
x = -120.6541, y = -215.1853, z = 107.2094, angle = -80.21876, collision = h0031B0
x = -119.383, y = -215.239, z = 107.0072, angle = -38.33707, collision = h0031B0
x = -118.5507, y = -215.2213, z = 106.2998, angle = -0.02105064, collision = h0031B0
x = -118.4313, y = -215.3641, z = 105.1455, angle = 26.78784, collision = h0031B0
x = -119.0478, y = -215.5916, z = 103.7789, angle = 63.49429, collision = h0031B0
x = -120.1274, y = -215.3468, z = 103.1929, angle = 70.075, collision = h0031B0
x = -121.4117, y = -215.1777, z = 102.6662, angle = 43.67377, collision = h0031B0
x = -122.2791, y = -215.19, z = 101.7938, angle = 10.20128, collision = h0031B0
x = -122.5719, y = -215.6428, z = 100.4917, angle = -12.73516, collision = h0031B0
x = -122.3334, y = -215.6428, z = 99.26196, angle = 12.30889, collision = h0031B0
x = -122.4579, y = -215.6428, z = 98.20821, angle = 27.85985, collision = h0031B0
x = -123.053, y = -215.6428, z = 97.0169, angle = 40.10515, collision = h0031B0
x = -123.7145, y = -215.6428, z = 96.1748, angle = 59.32309, collision = h0031B0
x = -124.6307, y = -215.6428, z = 95.44875, angle = 123.7798, collision = h0031B0
x = -125.5965, y = -215.6428, z = 95.76673, angle = 136.5452, collision = h0031B0
x = -126.4829, y = -215.6428, z = 96.68469, angle = 133.4072, collision = h0031B0
x = -127.2008, y = -215.6428, z = 97.39056, angle = 122.0554, collision = h0031B0
x = -128.2501, y = -215.6428, z = 98.02534, angle = 59.5431, collision = h0031B0
x = -130.695, y = -215.6428, z = 95.50744, angle = 24.91892, collision = h0031B0
x = -131.1382, y = -215.6428, z = 94.26926, angle = 0.4600815, collision = h0031B0
x = -131.2769, y = -215.6428, z = 92.97244, angle = 52.68738, collision = h0031B0
x = -132.2006, y = -215.6428, z = 92.30621, angle = 86.0749, collision = h0031B0
x = -133.4172, y = -215.6428, z = 92.25133, angle = 106.4312, collision = h0031B0
x = -134.5352, y = -215.6428, z = 92.5555, angle = 106.4666, collision = h0031B0
x = -135.6258, y = -215.6428, z = 92.87791, angle = 108.702, collision = h0020B0
x = -136.9504, y = -215.6428, z = 93.33195, angle = 96.76616, collision = h0020B0
x = -138.1903, y = -215.6428, z = 93.54372, angle = 108.4349, collision = h0020B0
x = -139.4036, y = -215.6428, z = 93.84117, angle = 94.26794, collision = h0020B0
x = -140.4627, y = -215.6428, z = 93.99354, angle = 78.64745, collision = h0020B0
x = -141.6889, y = -215.6428, z = 93.77114, angle = 74.51917, collision = h0020B0
x = -143.061, y = -215.6428, z = 93.39322, angle = 75.49719, collision = h0020B0
x = -147.2647, y = -215.6428, z = 93.79292, angle = -132.4108, collision = h0020B0
x = -146.3041, y = -215.6428, z = 94.71945, angle = -159.1115, collision = h0020B0
x = -145.8811, y = -215.6428, z = 95.87584, angle = 139.9156, collision = h0020B0
x = -146.6759, y = -215.6428, z = 96.89369, angle = -177.4425, collision = h0020B0
x = -146.5232, y = -215.6428, z = 98.13834, angle = -128.86, collision = h0020B0
x = -145.5299, y = -215.6428, z = 98.98766, angle = -113.6553, collision = h0020B0
x = -144.3691, y = -215.6428, z = 99.60915, angle = -124.7623, collision = h0020B0
x = -143.2824, y = -215.6428, z = 100.345, angle = -124.4045, collision = h0020B0
x = -142.3615, y = -215.6428, z = 101.0514, angle = -133.0166, collision = h0020B0
x = -140.0844, y = -215.6428, z = 103.1453, angle = -129.6826, collision = h0020B0
x = -139.0868, y = -215.6428, z = 103.9888, angle = -125.8112, collision = h0020B0
x = -137.9348, y = -215.6428, z = 104.5378, angle = -93.7488, collision = h0020B0
x = -136.7895, y = -215.6428, z = 104.6475, angle = -117.0615, collision = h0020B0
x = -135.6685, y = -215.6428, z = 105.2635, angle = -144.2515, collision = h0020B0
x = -134.9093, y = -215.6428, z = 106.3379, angle = -151.2481, collision = h0020B0
x = -133.5798, y = -215.6428, z = 108.6054, angle = -131.4171, collision = h0020B0
x = -132.5866, y = -215.6428, z = 109.4744, angle = -129.9966, collision = h0020B0
x = -131.7031, y = -215.6428, z = 110.2353, angle = -136.7946, collision = h0020B0
x = -130.7611, y = -215.6428, z = 111.1652, angle = -121.7455, collision = h0020B0
x = -129.6198, y = -215.6428, z = 111.7946, angle = -81.83509, collision = h0020B0
x = -128.3126, y = -215.6428, z = 111.6368, angle = -78.04226, collision = h0031B0
x = -127.0303, y = -215.6428, z = 111.3777, angle = -80.51236, collision = h0031B0
x = -125.7186, y = -215.6428, z = 111.2225, angle = -88.65695, collision = h0031B0
x = -122.8183, y = -215.3351, z = 110.9006, angle = -88.73839, collision = h0031B0
x = -121.5158, y = -215.3809, z = 110.9449, angle = -102.4027, collision = h0031B0
x = -120.2131, y = -215.5879, z = 111.1816, angle = -83.21479, collision = h0031B0
x = -118.9318, y = -215.6428, z = 110.9609, angle = -53.80517, collision = h0031B0
x = -117.8976, y = -215.6428, z = 110.1455, angle = -42.09866, collision = h0031B0
x = -117.1039, y = -215.6428, z = 109.2821, angle = -51.66724, collision = h0031B0
x = -116.073, y = -215.6428, z = 108.4549, angle = -52.18694, collision = h0031B0
x = -115.0241, y = -215.6428, z = 107.6437, angle = -53.03814, collision = h0031B0
x = -113.9904, y = -215.6428, z = 106.8276, angle = -37.85752, collision = h0031B0
x = -113.2183, y = -215.6428, z = 105.7586, angle = -21.96958, collision = h0031B0
x = -112.6806, y = -215.6428, z = 104.5601, angle = -28.71983, collision = h0031B0
x = -112.1151, y = -215.6428, z = 103.5281, angle = -29.50147, collision = h0031B0
x = -111.4812, y = -215.6428, z = 102.3802, angle = -19.47672, collision = h0031B0
x = -111.0684, y = -215.6428, z = 101.1297, angle = -14.52052, collision = h0031B0
x = -110.7358, y = -215.6428, z = 99.86242, angle = -14.80766, collision = h0031B0
x = -110.3904, y = -215.6428, z = 98.58733, angle = -15.26053, collision = h0031B0
x = -110.0475, y = -215.6428, z = 97.32445, angle = -6.603072, collision = h0031B0
x = -109.9025, y = -215.6428, z = 96.0134, angle = -1.572118, collision = h0031B0
x = -109.86, y = -215.6428, z = 94.86363, angle = -5.705694, collision = h0031B0
x = -109.7192, y = -215.6428, z = 93.55621, angle = -9.679279, collision = h0031B0
x = -109.4898, y = -215.6428, z = 92.26028, angle = -13.29734, collision = h0031B0
x = -108.9947, y = -215.6428, z = 91.07819, angle = -62.40796, collision = h0031B0
x = -107.8294, y = -215.6428, z = 90.481, angle = -89.36513, collision = h0031B0
x = -106.5511, y = -215.6428, z = 90.57729, angle = -96.89907, collision = h0031B0
x = -105.3927, y = -215.6428, z = 90.71842, angle = -77.74864, collision = h0031B0
x = -104.2357, y = -215.6428, z = 90.22917, angle = -7.968836, collision = h0031B0
x = -104.0427, y = -215.6428, z = 88.94732, angle = -39.97961, collision = h0031B0
x = -103.1984, y = -215.6428, z = 88.0565, angle = -76.87186, collision = h0031B0
x = -101.9294, y = -215.6428, z = 87.72592, angle = -69.03302, collision = h0031B0
x = -100.6882, y = -215.6428, z = 87.26276, angle = -69.08914, collision = h0031B0
x = -99.58599, y = -215.6428, z = 86.84163, angle = -63.26091, collision = h0031B0
x = -98.48896, y = -215.6428, z = 86.13784, angle = -40.34196, collision = h0031B0
x = -97.65809, y = -215.6428, z = 85.10749, angle = -28.04921, collision = h0031B0
x = -97.02125, y = -215.6428, z = 83.95863, angle = -31.63282, collision = h0031B0
x = -96.31883, y = -215.6428, z = 82.83942, angle = -35.44043, collision = h0031B0
x = -95.55046, y = -215.6428, z = 81.77688, angle = -38.73053, collision = h0031B0
x = -94.81229, y = -215.6428, z = 80.86385, angle = -53.3231, collision = h0031B0
x = -93.73028, y = -215.6428, z = 80.16741, angle = -75.27677, collision = h0031B0
x = -92.45536, y = -215.6428, z = 79.84005, angle = -58.09843, collision = h0031B0
x = -91.39354, y = -215.6428, z = 79.12071, angle = -44.35905, collision = h0031B0
x = -90.51737, y = -215.6428, z = 78.15086, angle = -41.94275, collision = h0031B0
x = -89.63165, y = -215.6428, z = 77.18661, angle = -42.88919, collision = h0031B0
x = -88.84272, y = -215.6428, z = 76.3373, angle = -42.69245, collision = h0031B0
x = -87.94862, y = -215.6428, z = 75.37264, angle = -45.55608, collision = h0031B0
x = -86.99393, y = -215.6428, z = 74.46164, angle = -51.86176, collision = h0031B0
x = -85.95354, y = -215.6428, z = 73.66193, angle = -71.14391, collision = h0031B0
x = -84.71757, y = -215.6428, z = 73.37069, angle = -117.2946, collision = h0031B0
x = -83.58256, y = -215.6428, z = 74.00475, angle = -141.8532, collision = h0031B0
x = -82.93541, y = -215.6428, z = 74.81805, angle = -141.3425, collision = h0031B0
x = -82.31802, y = -215.6428, z = 75.64918, angle = -130.0638, collision = h0031B0
x = -81.30043, y = -215.6428, z = 76.47726, angle = -149.1674, collision = h0031B0
x = -80.79781, y = -215.6428, z = 77.60936, angle = 172.868, collision = h0031B0
x = -81.00662, y = -215.6428, z = 78.90051, angle = -166.7575, collision = h0031B0
x = -80.33292, y = -215.6428, z = 79.89076, angle = -130.7559, collision = h0031B0
x = -79.3449, y = -215.6428, z = 80.75209, angle = -168.0025, collision = h0031B0
x = -79.15321, y = -215.6428, z = 81.85357, angle = 169.0215, collision = h0031B0
x = -79.38632, y = -215.6428, z = 83.14351, angle = -179.4306, collision = h0031B0
x = -79.25726, y = -215.6428, z = 84.43253, angle = -121.7767, collision = h0031B0
x = -78.16487, y = -215.6428, z = 85.07031, angle = -95.01248, collision = h0031B0
x = -77.01295, y = -215.6428, z = 85.52693, angle = -158.8742, collision = h0031B0
x = -76.53024, y = -215.6428, z = 86.75037, angle = -159.8939, collision = h0031B0
x = -76.12923, y = -215.6428, z = 87.85395, angle = -161.1284, collision = h0031B0
x = -75.6549, y = -215.6428, z = 89.07457, angle = -136.1831, collision = h0031B0
x = -74.74353, y = -215.6428, z = 90.02956, angle = -125.9065, collision = h0031B0
x = -73.67455, y = -215.6428, z = 90.78799, angle = -122.9347, collision = h0031B0
x = -72.53301, y = -215.6428, z = 91.456, angle = -106.3249, collision = h0031B0
x = -71.27849, y = -215.6428, z = 91.83942, angle = -116.1998, collision = h0031B0
x = -70.07406, y = -215.6428, z = 93.29148, angle = -163.685, collision = h0035B0
x = -69.43745, y = -215.2435, z = 94.32342, angle = -153.0334, collision = h0035B0
x = -68.64771, y = -214.7815, z = 95.35264, angle = -143.989, collision = h0035B0
x = -67.86101, y = -214.318, z = 96.39025, angle = -145.5662, collision = h0035B0
x = -67.12543, y = -213.8642, z = 97.44125, angle = -143.1703, collision = h0035B0
x = -66.48346, y = -213.4116, z = 98.77625, angle = -158.3995, collision = h0035B0
x = -66.10004, y = -213.1126, z = 99.85225, angle = 172.1102, collision = h0035B0
x = -66.17699, y = -212.81, z = 101.088, angle = 171.1233, collision = h0035B0
x = -66.44173, y = -212.3951, z = 102.2887, angle = -152.0027, collision = h0035B0
x = -65.94513, y = -211.9252, z = 103.4879, angle = -137.7379, collision = h0035B0
x = -65.09268, y = -211.4589, z = 104.4236, angle = -130.752, collision = h0035B0
x = -64.06958, y = -210.8974, z = 105.3189, angle = -170.2898, collision = h0035B0
x = -63.77564, y = -210.4269, z = 106.503, angle = 165.2537, collision = h0035B0
x = -64.11285, y = -210.1137, z = 107.8519, angle = 141.5706, collision = h0035B0
x = -64.82573, y = -210.0419, z = 108.8299, angle = 97.40981, collision = h0035B0
x = -66.20822, y = -210.5368, z = 108.7141, angle = 65.68667, collision = h0035B0
x = -67.37021, y = -211.0728, z = 108.2358, angle = 75.90646, collision = h0035B0
x = -68.69871, y = -211.5754, z = 107.849, angle = 84.84503, collision = h0035B0
x = -69.93993, y = -211.9488, z = 107.7019, angle = 89.99859, collision = h0035B0
x = -71.32961, y = -212.3046, z = 107.6898, angle = 87.9279, collision = h0035B0
x = -72.41025, y = -212.5835, z = 107.6367, angle = 100.1926, collision = h0035B0
x = -73.53252, y = -212.841, z = 107.7468, angle = -170.6765, collision = h0035B0
x = -74.08297, y = -212.7421, z = 108.7734, angle = -158.8522, collision = h0035B0
x = -73.74327, y = -212.3839, z = 109.9132, angle = -146.91, collision = h0035B0
x = -72.90828, y = -211.8538, z = 111.221, angle = -151.8609, collision = h0035B0
x = -72.31029, y = -211.4067, z = 112.2313, angle = -152.758, collision = h0035B0
x = -71.65481, y = -210.8931, z = 113.5079, angle = -163.7077, collision = h0035B0
x = -71.3642, y = -210.5217, z = 114.6376, angle = 141.1664, collision = h0035B0
x = -72.3472, y = -210.5464, z = 115.5339, angle = 82.54782, collision = h0035B0
x = -73.85076, y = -210.9946, z = 115.3897, angle = 57.95329, collision = h0035B0
x = -74.92713, y = -211.4017, z = 114.8268, angle = 41.11412, collision = h0035B0
x = -75.95505, y = -211.9668, z = 113.8325, angle = 44.55381, collision = h0035B0
x = -76.99371, y = -212.5615, z = 112.7435, angle = 55.85868, collision = h0035B0
x = -77.84195, y = -212.9225, z = 112.1626, angle = 54.20207, collision = h0035B0
x = -79.03485, y = -213.4376, z = 111.3015, angle = 37.03962, collision = h0035B0
x = -79.77409, y = -213.8472, z = 110.3885, angle = 40.68506, collision = h0035B0
x = -80.64642, y = -214.3202, z = 109.3567, angle = 40.47462, collision = h0035B0
x = -81.50905, y = -214.7811, z = 108.3402, angle = 26.05913, collision = h0035B0
x = -82.13618, y = -215.2048, z = 107.2016, angle = 25.02849, collision = h0035B0
x = -82.63763, y = -215.5685, z = 106.1609, angle = 61.05099, collision = h0031B0
x = -83.52681, y = -215.6428, z = 105.5018, angle = 85.79729, collision = h0031B0
x = -84.64926, y = -215.6428, z = 105.3026, angle = 99.98607, collision = h0031B0
x = -85.77348, y = -215.6428, z = 105.3898, angle = 117.7633, collision = h0031B0
x = -86.9659, y = -215.6428, z = 105.8493, angle = 161.8154, collision = h0031B0
x = -87.77073, y = -215.6428, z = 107.2128, angle = -161.5602, collision = h0031B0
x = -87.36814, y = -215.6428, z = 108.3305, angle = -141.0278, collision = h0031B0
x = -86.55141, y = -215.6428, z = 109.3531, angle = -143.0539, collision = h0031B0
x = -85.7517, y = -215.4085, z = 110.4059, angle = -134.2515, collision = h0035B0
x = -84.80889, y = -214.9485, z = 111.3049, angle = -121.9026, collision = h0035B0
x = -83.72492, y = -214.4871, z = 112.054, angle = -131.4529, collision = h0035B0
x = -82.76779, y = -214.0244, z = 112.9483, angle = -135.5978, collision = h0035B0
x = -81.66096, y = -213.4447, z = 114.172, angle = -150.873, collision = h0035B0
x = -81.11021, y = -213.058, z = 115.0357, angle = -154.9794, collision = h0035B0
x = -80.5406, y = -212.5725, z = 116.2201, angle = -151.6178, collision = h0035B0
x = -79.93002, y = -212.1126, z = 117.3761, angle = -140.453, collision = h0035B0
x = -79.13433, y = -211.6312, z = 118.3675, angle = -125.9246, collision = h0035B0
x = -77.84619, y = -211.1098, z = 118.8466, angle = -119.3087, collision = h0035B0
x = -76.71835, y = -210.7422, z = 119.4701, angle = -107.8306, collision = h0035B0
x = -75.51814, y = -210.4198, z = 119.877, angle = -82.84071, collision = h0035B0
x = -74.21976, y = -210.1503, z = 119.7836, angle = -100.9113, collision = h0035B0
x = -72.91759, y = -209.8321, z = 119.9524, angle = -109.1457, collision = h0035B0
x = -71.92128, y = -209.5737, z = 120.2701, angle = -117.0237, collision = h0035B0
x = -70.66621, y = -209.2184, z = 120.871, angle = -109.7456, collision = h0035B0
x = -69.50751, y = -208.8083, z = 121.3015, angle = -109.0701, collision = h0035B0
x = -68.19334, y = -208.2558, z = 121.7568, angle = -109.7795, collision = h0035B0
x = -67.23239, y = -207.8476, z = 122.0982, angle = -121.483, collision = h0035B0
x = -65.90553, y = -207.1409, z = 122.9015, angle = -152.5484, collision = h0035B0
x = -65.28794, y = -206.6506, z = 123.9732, angle = -172.7648, collision = h0035B0
x = -65.10772, y = -206.1609, z = 125.2889, angle = 158.7456, collision = h0035B0
x = -65.48988, y = -205.8784, z = 126.4897, angle = 113.107, collision = h0035B0
